REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,COURSES_REGISTERED,TOTAL_CREDITS,QUALITY_POINTS,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,SEMESTER_GPA
J25B72/025,A14646,Bachelor of Dental Surgery,2025/2026,SEM1,1,7,21,64.0,5,2,0,1,1,3.05
J25B72/025,A14646,Bachelor of Dental Surgery,2025/2026,SEM2,2,6,18,55.0,5,1,0,0,1,3.06
J25B73/003,A17822,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,52.5,4,2,0,2,0,2.92
J25B73/003,A17822,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,40.5,2,5,1,3,1,1.84
J25B73/003,A17822,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,59.0,5,1,1,0,0,3.11
J25B73/006,A17839,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,79.5,6,0,0,0,0,4.42
J25B73/006,A17839,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,97.5,7,0,0,0,0,4.43
J25B73/006,A17839,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,72.0,5,1,1,0,0,3.79
J25B73/009,A17863,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,47.0,3,3,0,2,1,2.61
J25B73/009,A17863,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,100.0,7,0,0,0,0,4.55
J25B73/009,A17863,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,73.5,6,0,0,0,0,3.87
J25B73/012,A17888,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,36.0,3,3,0,2,1,2.0
J25B73/012,A17888,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,62.5,5,2,0,2,0,2.84
J25B73/012,A17888,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,49.5,6,0,0,0,0,2.61
J25B73/014,A17908,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,73.0,6,0,0,0,0,4.06
J25B73/014,A17908,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,69.0,6,1,0,1,0,3.14
J25B73/014,A17908,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,69.0,6,0,0,0,0,3.63
J25B73/016,A17939,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,74.0,5,1,1,0,0,4.11
J25B73/016,A17939,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,64.5,6,1,1,0,0,2.93
J25B73/016,A17939,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,57.5,5,1,0,1,0,3.03
J25B73/019,A17949,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,84.0,6,0,0,0,0,4.67
J25B73/019,A17949,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,77.5,6,1,1,0,0,3.52
J25B73/019,A17949,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,67.0,6,0,0,0,0,3.53
J25B73/021,A17962,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,62.0,6,0,0,0,0,3.44
J25B73/021,A17962,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,93.0,7,0,0,0,0,4.23
J25B73/021,A17962,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,77.5,6,0,0,0,0,4.08
J25B73/024,A18017,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,71.0,5,1,0,1,0,3.94
J25B73/024,A18017,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,72.0,6,1,0,1,0,3.27
J25B73/024,A18017,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,52.0,3,3,3,0,0,2.74
J25B73/026,A18047,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,85.5,6,0,0,0,0,4.75
J25B73/026,A18047,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,88.5,6,1,0,1,0,4.02
J25B73/026,A18047,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,64.0,5,1,1,0,0,3.37
J25B73/028,A18064,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,49.0,4,2,0,1,1,2.72
J25B73/028,A18064,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,78.5,6,1,1,0,0,3.57
J25B73/028,A18064,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,58.5,5,1,1,0,0,3.08
J25B73/031,A18107,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,76.5,6,0,0,0,0,4.25
J25B73/031,A18107,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,98.0,6,1,1,0,0,4.45
J25B73/031,A18107,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,95.0,6,0,0,0,0,5.0
J25B73/033,A18113,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,59.5,6,0,0,0,0,3.31
J25B73/033,A18113,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,84.0,5,2,0,1,1,3.82
J25B73/033,A18113,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,82.5,6,0,0,0,0,4.34
J25B73/036,A18154,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,54.0,3,3,2,1,0,3.0
J25B73/036,A18154,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,60.5,4,3,1,2,0,2.75
J25B73/036,A18154,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,51.5,4,2,0,2,0,2.71
J25B73/038,A18169,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,40.5,3,3,3,0,0,2.25
J25B73/038,A18169,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,54.0,5,2,0,2,0,2.45
J25B73/038,A18169,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,61.0,4,2,2,0,0,3.21
J25B73/041,A18200,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,78.5,6,0,0,0,0,4.36
J25B73/041,A18200,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,57.5,4,3,1,2,0,2.61
J25B73/041,A18200,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,75.5,5,1,1,0,0,3.97
J25B73/043,A18210,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,60.0,6,0,0,0,0,3.33
J25B73/043,A18210,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,71.0,6,1,0,0,1,3.23
J25B73/043,A18210,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,77.5,6,0,0,0,0,4.08
J25B73/046,A18287,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,59.0,5,1,0,0,1,3.28
J25B73/046,A18287,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,79.0,7,0,0,0,0,3.59
J25B73/046,A18287,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,70.5,5,1,0,1,0,3.71
J25B73/049,A18304,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,60.5,4,2,0,2,0,3.36
J25B73/049,A18304,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,75.5,6,1,1,0,0,3.43
J25B73/049,A18304,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,57.0,4,2,1,1,0,3.0
J25B73/051,A18321,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,37.5,3,3,1,2,0,2.08
J25B73/051,A18321,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,67.0,6,1,0,1,0,3.05
J25B73/051,A18321,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,33.0,1,5,1,4,0,1.74
J25B73/053,A18340,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,61.5,5,1,1,0,0,3.42
J25B73/053,A18340,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,84.0,7,0,0,0,0,3.82
J25B73/053,A18340,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,61.5,5,1,0,0,1,3.24
J25B73/055,A18369,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,54.0,4,2,0,1,1,3.0
J25B73/055,A18369,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,68.0,5,2,0,2,0,3.09
J25B73/055,A18369,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,59.5,4,2,1,1,0,3.13
J25B73/058,A18408,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,56.0,5,1,1,0,0,3.11
J25B73/058,A18408,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,84.5,6,1,1,0,0,3.84
J25B73/058,A18408,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,57.5,4,2,0,0,2,3.03
J25B73/060,A18445,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,35.0,3,3,0,1,2,1.94
J25B73/060,A18445,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,46.5,4,3,0,2,1,2.11
J25B73/060,A18445,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,53.0,5,1,0,1,0,2.79
J25B73/062,A18461,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,1,6,18,51.0,6,0,0,0,0,2.83
J25B73/062,A18461,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,2,7,22,62.5,6,1,1,0,0,2.84
J25B73/062,A18461,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,3,6,19,62.5,4,2,2,0,0,3.29
J25B76/002,A13036,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,73.5,6,0,0,0,0,4.08
J25B76/002,A13036,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,85.5,5,2,0,0,2,3.89
J25B76/005,A13055,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,68.5,5,1,1,0,0,3.81
J25B76/005,A13055,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,104.5,7,0,0,0,0,4.75
J25B76/007,A13083,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,39.0,2,4,1,2,1,2.17
J25B76/007,A13083,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,89.0,7,0,0,0,0,4.05
J25B76/010,A13112,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,62.0,5,1,0,0,1,3.44
J25B76/010,A13112,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,86.0,6,1,1,0,0,3.91
J25B76/012,A13127,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,42.5,4,2,2,0,0,2.36
J25B76/012,A13127,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,77.5,6,1,0,1,0,3.52
J25B76/014,A13140,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,60.5,6,0,0,0,0,3.36
J25B76/014,A13140,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,58.0,5,2,0,1,1,2.64
J25B76/016,A13167,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,57.0,6,0,0,0,0,3.17
J25B76/016,A13167,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,48.5,3,4,1,3,0,2.2
J25B76/019,A13181,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,40.5,3,3,2,1,0,2.25
J25B76/019,A13181,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,79.0,7,0,0,0,0,3.59
J25B76/021,A13184,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,59.5,6,0,0,0,0,3.31
J25B76/021,A13184,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,85.0,7,0,0,0,0,3.86
J25B76/023,A13193,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,61.5,5,1,1,0,0,3.42
J25B76/023,A13193,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,80.5,6,1,1,0,0,3.66
J25B76/026,A13216,Bachelor of Business Administration,2025/2026,SEM1,1,6,18,62.0,5,1,0,1,0,3.44
J25B76/026,A13216,Bachelor of Business Administration,2025/2026,SEM2,2,7,22,70.5,6,1,0,1,0,3.2
J25B80/002,A13533,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,58.0,5,1,0,1,0,3.22
J25B80/002,A13533,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,83.5,7,0,0,0,0,3.8
J25B80/008,A13584,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,45.5,4,2,0,2,0,2.53
J25B80/008,A13584,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,58.0,5,2,1,1,0,2.64
J25B80/011,A13652,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,60.5,5,1,0,1,0,3.36
J25B80/011,A13652,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,67.0,5,2,0,2,0,3.05
J25B80/014,A13673,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,65.5,5,1,0,1,0,3.64
J25B80/014,A13673,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,80.0,6,1,0,0,1,3.64
J25B80/016,A13685,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,53.5,4,2,1,1,0,2.97
J25B80/016,A13685,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,66.5,5,2,0,1,1,3.02
J25B80/019,A13701,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,58.0,4,2,1,1,0,3.22
J25B80/019,A13701,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,86.5,7,0,0,0,0,3.93
J25B80/021,A13714,Bachelor of Human Resource Management,2025/2026,SEM1,1,6,18,70.5,5,1,1,0,0,3.92
J25B80/021,A13714,Bachelor of Human Resource Management,2025/2026,SEM2,2,7,22,105.5,7,0,0,0,0,4.8
J25B83/001,A13854,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,95.5,7,0,0,0,0,4.55
J25B83/001,A13854,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,72.0,6,0,0,0,0,4.0
J25B83/003,A13869,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,78.5,6,1,1,0,0,3.74
J25B83/003,A13869,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,73.0,5,1,0,0,1,4.06
J25B83/005,A13897,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,55.0,4,3,0,2,1,2.62
J25B83/005,A13897,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,52.5,5,1,0,1,0,2.92
J25B83/007,A13915,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,62.0,6,1,0,1,0,2.95
J25B83/007,A13915,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,55.0,5,1,0,1,0,3.06
J25B83/009,A13924,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,38.0,3,4,1,3,0,1.81
J25B83/009,A13924,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,38.5,4,2,0,2,0,2.14
J25B83/011,A13935,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,60.0,5,2,1,0,1,2.86
J25B83/011,A13935,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,62.0,6,0,0,0,0,3.44
J25B83/014,A13994,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,74.5,6,1,1,0,0,3.55
J25B83/014,A13994,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,56.0,5,1,0,1,0,3.11
J25B83/017,A14037,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,64.0,5,2,1,0,1,3.05
J25B83/017,A14037,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,56.5,4,2,0,2,0,3.14
J25B83/019,A14045,Bachelor of Procurement and Logistics Management,2025/2026,SEM1,1,7,21,84.5,6,1,0,1,0,4.02
J25B83/019,A14045,Bachelor of Procurement and Logistics Management,2025/2026,SEM2,2,6,18,59.0,5,1,1,0,0,3.28
J25B84/001,A14192,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,41.5,2,5,1,4,0,1.98
J25B84/001,A14192,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,47.0,4,2,0,1,1,2.61
J25B84/003,A14206,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,91.5,6,1,0,1,0,4.36
J25B84/003,A14206,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,82.5,6,0,0,0,0,4.58
J25B84/006,A14215,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,92.5,7,0,0,0,0,4.4
J25B84/006,A14215,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,78.0,6,0,0,0,0,4.33
J25B84/008,A14242,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,33.0,1,6,2,4,0,1.57
J25B84/008,A14242,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,33.0,2,4,2,2,0,1.83
J25B84/012,A14270,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,73.0,7,0,0,0,0,3.48
J25B84/012,A14270,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,60.0,5,1,0,1,0,3.33
J25B84/015,A14282,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,69.5,7,0,0,0,0,3.31
J25B84/015,A14282,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,58.5,4,2,0,1,1,3.25
J25B84/017,A14291,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,56.0,5,2,0,2,0,2.67
J25B84/017,A14291,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,49.5,4,2,0,2,0,2.75
J25B84/021,A14381,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,82.5,6,1,1,0,0,3.93
J25B84/021,A14381,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,55.5,4,2,2,0,0,3.08
J25B84/023,A14398,Bachelor of Tourism and Hospitality Management,2025/2026,SEM1,1,7,21,67.5,5,2,1,0,1,3.21
J25B84/023,A14398,Bachelor of Tourism and Hospitality Management,2025/2026,SEM2,2,6,18,58.0,4,2,0,2,0,3.22
J25B85/002,A12608,Bachelor of Science in Accounting and Finance,2025/2026,SEM1,1,7,21,91.5,7,0,0,0,0,4.36
J25B85/002,A12608,Bachelor of Science in Accounting and Finance,2025/2026,SEM2,2,6,18,61.0,5,1,1,0,0,3.39
J25B85/006,A12635,Bachelor of Science in Accounting and Finance,2025/2026,SEM1,1,7,21,68.5,6,1,0,1,0,3.26
J25B85/006,A12635,Bachelor of Science in Accounting and Finance,2025/2026,SEM2,2,6,18,69.0,6,0,0,0,0,3.83
J25B85/009,A12663,Bachelor of Science in Accounting and Finance,2025/2026,SEM1,1,7,21,76.5,7,0,0,0,0,3.64
J25B85/009,A12663,Bachelor of Science in Accounting and Finance,2025/2026,SEM2,2,6,18,61.0,6,0,0,0,0,3.39
J25B85/012,A12745,Bachelor of Science in Accounting and Finance,2025/2026,SEM1,1,7,21,68.0,6,1,0,0,1,3.24
J25B85/012,A12745,Bachelor of Science in Accounting and Finance,2025/2026,SEM2,2,6,18,63.0,6,0,0,0,0,3.5
J25B85/014,A12782,Bachelor of Science in Accounting and Finance,2025/2026,SEM1,1,7,21,94.5,7,0,0,0,0,4.5
J25B85/014,A12782,Bachelor of Science in Accounting and Finance,2025/2026,SEM2,2,6,18,77.5,6,0,0,0,0,4.31
J25B85/016,A12810,Bachelor of Science in Accounting and Finance,2025/2026,SEM1,1,7,21,53.5,4,3,0,3,0,2.55
J25B85/016,A12810,Bachelor of Science in Accounting and Finance,2025/2026,SEM2,2,6,18,51.5,5,1,0,1,0,2.86
J25B86/002,A12842,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,61.0,5,2,0,1,1,2.9
J25B86/002,A12842,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,48.5,5,1,0,1,0,2.69
J25B86/004,A12857,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,56.0,4,3,1,2,0,2.67
J25B86/004,A12857,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,50.5,5,1,0,1,0,2.81
J25B86/007,A12884,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,62.0,5,2,1,1,0,2.95
J25B86/007,A12884,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,61.5,5,1,0,1,0,3.42
J25B86/009,A12895,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,51.0,5,2,0,2,0,2.43
J25B86/009,A12895,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,42.0,3,3,0,3,0,2.33
J25B86/011,A12907,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,73.5,6,1,0,1,0,3.5
J25B86/011,A12907,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,44.0,3,3,0,3,0,2.44
J25B86/013,A12922,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,73.5,5,2,1,1,0,3.5
J25B86/013,A12922,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,75.0,5,1,0,1,0,4.17
J25B86/015,A12936,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,91.0,7,0,0,0,0,4.33
J25B86/015,A12936,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,58.0,5,1,0,0,1,3.22
J25B86/017,A12994,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,58.0,7,0,0,0,0,2.76
J25B86/017,A12994,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,64.5,6,0,0,0,0,3.58
J25B86/019,A13003,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,90.5,6,1,0,1,0,4.31
J25B86/019,A13003,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,73.5,6,0,0,0,0,4.08
J25B86/021,A13017,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,94.5,7,0,0,0,0,4.5
J25B86/021,A13017,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,57.5,5,1,0,0,1,3.19
J25B86/023,A13024,Bachelor of Science in Economics and Statistics,2025/2026,SEM1,1,7,21,38.0,2,5,1,4,0,1.81
J25B86/023,A13024,Bachelor of Science in Economics and Statistics,2025/2026,SEM2,2,6,18,55.0,5,1,0,1,0,3.06
J25B91/001,A15816,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,61.0,6,0,0,0,0,3.39
J25B91/001,A15816,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,67.5,6,1,1,0,0,3.07
J25B91/003,A15848,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,58.5,4,2,1,1,0,3.25
J25B91/003,A15848,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,90.0,6,1,0,0,1,4.09
J25B91/005,A15882,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,70.0,6,0,0,0,0,3.89
J25B91/005,A15882,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,92.0,6,1,0,1,0,4.18
J25B91/007,A15922,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,45.5,4,2,0,2,0,2.53
J25B91/007,A15922,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,50.5,4,3,0,2,1,2.3
J25B91/011,A15950,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,40.5,3,3,0,1,2,2.25
J25B91/011,A15950,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,76.5,6,1,1,0,0,3.48
J25B91/013,A15975,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,68.0,6,0,0,0,0,3.78
J25B91/013,A15975,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,65.5,6,1,0,0,1,2.98
J25B91/017,A15995,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,55.0,4,2,1,1,0,3.06
J25B91/017,A15995,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,97.5,7,0,0,0,0,4.43
J25B91/019,A16003,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,72.5,6,0,0,0,0,4.03
J25B91/019,A16003,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,73.0,5,2,1,0,1,3.32
J25B91/021,A16061,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,42.0,4,2,0,2,0,2.33
J25B91/021,A16061,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,56.5,6,1,0,0,1,2.57
J25B91/023,A16068,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,44.5,5,1,0,0,1,2.47
J25B91/023,A16068,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,49.0,4,3,1,2,0,2.23
J25B91/025,A16148,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,49.0,5,1,0,1,0,2.72
J25B91/025,A16148,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,62.0,4,3,1,1,1,2.82
J25B91/027,A16157,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,77.5,6,0,0,0,0,4.31
J25B91/027,A16157,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,81.0,6,1,0,0,1,3.68
J25B91/029,A16174,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,59.0,5,1,0,1,0,3.28
J25B91/029,A16174,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,52.5,4,3,1,1,1,2.39
J25B91/031,A16195,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,65.0,5,1,0,1,0,3.61
