SPONSOR_PAYMENT_ID,REG_NO,ACC_NO,PROGRAM,SPONSOR_NAME,SCHOLARSHIP_TYPE,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,AMOUNT_SPONSORED_UGX,DISBURSEMENT_DATE,SPONSOR_REFERENCE,STATUS
SP0003668,J25B50/009,A11796,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,1,1256267,2025-01-21,S3MZLI93NU,APPROVED
SP0003669,J25B50/009,A11796,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,2,1986490,2025-06-25,GKD6B6WU7E,APPROVED
SP0003670,J25B50/009,A11796,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM1,3,4267596,2026-01-31,D817NH1OT8,APPROVED
SP0003671,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2022/2023,SEM1,1,1459541,2022-02-15,QLP31Z6S7U,APPROVED
SP0003672,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2022/2023,SEM2,2,3116564,2022-05-27,90GAVNS5HZ,APPROVED
SP0003673,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2023/2024,SEM1,3,1965000,2023-01-22,1P2X363L6L,APPROVED
SP0003674,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2023/2024,SEM2,4,5431671,2023-06-07,AE88L11V2K,APPROVED
SP0003675,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2024/2025,SEM1,5,2322448,2024-01-17,DEIK8QIUVK,APPROVED
SP0003676,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2024/2025,SEM2,6,2667958,2024-06-21,8B1GYF4AZ6,APPROVED
SP0003677,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2025/2026,SEM1,7,4709468,2025-01-23,MP0LY8FC5W,PENDING
SP0003678,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2025/2026,SEM2,8,2183071,2025-06-05,8544WIBVV6,APPROVED
SP0003679,KJ22B50/004,A11756,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,FULL_SCHOLARSHIP,2026/2027,SEM1,9,2434103,2026-01-31,MH9AVYXQAH,APPROVED
SP0003680,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM1,1,1928126,2023-03-01,2UA1YP69AK,APPROVED
SP0003681,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM2,2,2619947,2023-05-28,2VW1VX9DOC,APPROVED
SP0003682,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM1,3,3820207,2024-01-21,P3EJ23FI9T,APPROVED
SP0003683,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM2,4,4563681,2024-06-16,GEFNS4W79D,APPROVED
SP0003684,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,5,3944818,2025-02-10,NHDFPOU34L,PENDING
SP0003685,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,6,4136674,2025-05-15,EHBC1SDH9P,APPROVED
SP0003686,KJ23B50/002,A11730,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM1,7,3372265,2026-01-31,B3KWLOU6Y9,APPROVED
SP0003687,KJ23B50/010,A11805,Bachelor of Art in Graphic Design and Animation,Church Education Fund,MERIT_BASED_AID,2023/2024,SEM1,1,2222697,2023-01-15,L5SV2P9W59,APPROVED
SP0003688,KJ23B50/010,A11805,Bachelor of Art in Graphic Design and Animation,Church Education Fund,MERIT_BASED_AID,2023/2024,SEM2,2,2494313,2023-06-20,33D61UPXL9,PENDING
SP0003689,KJ23B50/010,A11805,Bachelor of Art in Graphic Design and Animation,Church Education Fund,MERIT_BASED_AID,2024/2025,SEM1,3,3249138,2024-02-22,RI6TUX2GSY,APPROVED
SP0003690,KJ23B50/010,A11805,Bachelor of Art in Graphic Design and Animation,Church Education Fund,MERIT_BASED_AID,2024/2025,SEM2,4,2271673,2024-05-16,SCCL8GQU89,APPROVED
SP0003691,KJ23B50/010,A11805,Bachelor of Art in Graphic Design and Animation,Church Education Fund,MERIT_BASED_AID,2025/2026,SEM1,5,2800770,2025-02-16,2DK58T27HN,PENDING
SP0003692,KJ23B50/010,A11805,Bachelor of Art in Graphic Design and Animation,Church Education Fund,MERIT_BASED_AID,2025/2026,SEM2,6,1763609,2025-05-16,YVCVXWEOIO,APPROVED
SP0003693,KJ24B50/004,A11739,Bachelor of Art in Graphic Design and Animation,Corporate Scholarship,MERIT_BASED_AID,2024/2025,SEM1,1,1332775,2024-01-26,5NMM30BZSD,PENDING
SP0003694,KJ24B50/004,A11739,Bachelor of Art in Graphic Design and Animation,Corporate Scholarship,MERIT_BASED_AID,2024/2025,SEM2,2,3313150,2024-06-28,92FEMN7ZGY,APPROVED
SP0003695,KJ24B50/004,A11739,Bachelor of Art in Graphic Design and Animation,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,3,3268432,2025-01-15,QBZ9DJ4YOO,APPROVED
SP0003696,KJ24B50/004,A11739,Bachelor of Art in Graphic Design and Animation,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,4,1572497,2025-05-14,84HTGJF206,APPROVED
SP0003697,KJ24B50/004,A11739,Bachelor of Art in Graphic Design and Animation,Corporate Scholarship,MERIT_BASED_AID,2026/2027,SEM1,5,1484617,2026-01-31,HXS6W9EK85,APPROVED
SP0003698,KJ24B50/006,A11748,Bachelor of Art in Graphic Design and Animation,International Education Grant,TUITION_WAIVER,2024/2025,SEM1,1,3457432,2024-02-18,2PPRPKMPX4,PENDING
SP0003699,KJ24B50/006,A11748,Bachelor of Art in Graphic Design and Animation,International Education Grant,TUITION_WAIVER,2024/2025,SEM2,2,3043391,2024-06-23,SSEQ38CWXN,APPROVED
SP0003700,KJ24B50/006,A11748,Bachelor of Art in Graphic Design and Animation,International Education Grant,TUITION_WAIVER,2025/2026,SEM1,3,3868831,2025-02-07,3KH5YASGQC,PENDING
SP0003701,KJ24B50/006,A11748,Bachelor of Art in Graphic Design and Animation,International Education Grant,TUITION_WAIVER,2025/2026,SEM2,4,4204713,2025-05-30,34O0G46U23,APPROVED
SP0003702,KJ24B50/006,A11748,Bachelor of Art in Graphic Design and Animation,International Education Grant,TUITION_WAIVER,2026/2027,SEM1,5,3353033,2026-01-31,UES2IG6FQ8,APPROVED
SP0003703,KJ25B50/010,A11812,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2025/2026,SEM1,1,3787269,2025-02-21,QHLGPIF0R4,PENDING
SP0003704,KJ25B50/010,A11812,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2025/2026,SEM2,2,4195308,2025-06-21,8OGRV1UZSC,APPROVED
SP0003705,KJ25B50/010,A11812,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2026/2027,SEM1,3,3364526,2026-01-23,05XVD2A2Q0,APPROVED
SP0003706,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2022/2023,SEM1,1,2877491,2022-05-14,EKGOPEX7IE,PENDING
SP0003707,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2022/2023,SEM2,2,2137841,2022-10-29,TTY4UK6QFI,APPROVED
SP0003708,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,3,1899663,2023-06-02,LW39SKHM1H,APPROVED
SP0003709,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,4,2162733,2023-09-30,1Y1NS8YXFD,APPROVED
SP0003710,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,5,1737561,2024-05-14,CJ2NVYVZW0,APPROVED
SP0003711,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,6,1304831,2024-10-30,6S26BDXGBK,APPROVED
SP0003712,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,7,3259567,2025-06-15,Q54R3U9BFJ,APPROVED
SP0003713,KM22B50/004,A11751,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,8,1553100,2025-09-13,KI2UQUP5XS,APPROVED
SP0003714,KM24B50/002,A11733,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,MERIT_BASED_AID,2024/2025,SEM1,1,2064728,2024-06-23,0WSIRDTD47,APPROVED
SP0003715,KM24B50/002,A11733,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,MERIT_BASED_AID,2024/2025,SEM2,2,2447287,2024-10-02,YYMPYZ3PEC,APPROVED
SP0003716,KM24B50/002,A11733,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,MERIT_BASED_AID,2025/2026,SEM1,3,4045786,2025-05-14,3BTTSCIF4G,PENDING
SP0003717,KM24B50/002,A11733,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,MERIT_BASED_AID,2025/2026,SEM2,4,3921326,2025-09-11,WEQN2Q2JAB,APPROVED
SP0003718,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2022/2023,SEM1,1,2852986,2022-10-27,U6I7KOPXC5,APPROVED
SP0003719,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2023/2024,SEM2,2,5109621,2023-02-05,GUD7JU6X9B,APPROVED
SP0003720,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2023/2024,SEM1,3,1739399,2023-09-16,7VD94A279W,APPROVED
SP0003721,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2024/2025,SEM2,4,2772593,2024-02-11,M70LGH9JSG,APPROVED
SP0003722,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2024/2025,SEM1,5,2361949,2024-10-30,X95U1FQS2P,APPROVED
SP0003723,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2025/2026,SEM2,6,2888277,2025-02-16,C4E6LMWVXN,APPROVED
SP0003724,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2025/2026,SEM1,7,1456625,2025-09-28,BS7YSXN6YZ,APPROVED
SP0003725,KS22B50/005,A11771,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,MERIT_BASED_AID,2026/2027,SEM2,8,2507361,2026-01-19,7R00HBIP8Q,APPROVED
SP0003726,KS23B50/006,A11725,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2023/2024,SEM1,1,3176259,2023-09-13,OBBGGBF1VV,APPROVED
SP0003727,KS23B50/006,A11725,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM2,2,987577,2024-02-05,A6VHQ5JF29,APPROVED
SP0003728,KS23B50/006,A11725,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM1,3,2329522,2024-10-12,V5U31AC6BA,PENDING
SP0003729,KS23B50/006,A11725,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,4,1066934,2025-03-01,1OIYHKJ71L,APPROVED
SP0003730,KS23B50/006,A11725,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,5,3469906,2025-10-21,22BDT0L2VU,APPROVED
SP0003731,KS23B50/006,A11725,Bachelor of Art in Graphic Design and Animation,Church Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM2,6,2448537,2026-01-25,4MR9C27QH5,APPROVED
SP0003732,KS24B50/002,A11709,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM1,1,1255490,2024-10-28,FIFON144S9,APPROVED
SP0003733,KS24B50/002,A11709,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM2,2,2770159,2025-01-26,HF8MXNPT8K,APPROVED
SP0003734,KS24B50/002,A11709,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM1,3,1299163,2025-10-27,M0EZ5BJJKC,PENDING
SP0003735,KS24B50/002,A11709,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2026/2027,SEM2,4,2417777,2026-01-31,2WU4XIQ47J,PENDING
SP0003736,KS24B50/004,A11799,Bachelor of Art in Graphic Design and Animation,International Education Grant,FULL_SCHOLARSHIP,2024/2025,SEM1,1,1193308,2024-10-06,5HR3NS825Z,APPROVED
SP0003737,KS24B50/004,A11799,Bachelor of Art in Graphic Design and Animation,International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM2,2,3292072,2025-01-17,E7L7V0VULS,PENDING
SP0003738,KS24B50/004,A11799,Bachelor of Art in Graphic Design and Animation,International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM1,3,2893890,2025-10-24,0XRI3NDMYL,APPROVED
SP0003739,KS24B50/004,A11799,Bachelor of Art in Graphic Design and Animation,International Education Grant,FULL_SCHOLARSHIP,2026/2027,SEM2,4,1994138,2026-01-24,194EMNIWBY,APPROVED
SP0003740,KS25B50/006,A11764,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2025/2026,SEM1,1,2525347,2025-10-19,9G5TGMVTDP,APPROVED
SP0003741,KS25B50/006,A11764,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2026/2027,SEM2,2,2538405,2026-01-31,0DOJ0SRV4W,PENDING
SP0003742,KS25B50/013,A11819,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,MERIT_BASED_AID,2025/2026,SEM1,1,2966332,2025-10-02,9YHGSWM6FY,APPROVED
SP0003743,KS25B50/013,A11819,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,MERIT_BASED_AID,2026/2027,SEM2,2,2148200,2026-01-12,AN1C4AL2UW,APPROVED
SP0003744,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2022/2023,SEM1,1,2874385,2022-06-12,K9MSUOMLGB,APPROVED
SP0003745,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2022/2023,SEM2,2,1631171,2022-10-20,PV3DN8GIH0,APPROVED
SP0003746,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2023/2024,SEM1,3,1764403,2023-05-30,DT2S5ZWODF,APPROVED
SP0003747,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2023/2024,SEM2,4,1876508,2023-10-06,SJDMKK9N3U,APPROVED
SP0003748,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM1,5,937753,2024-06-03,HMXE2WRAT7,APPROVED
SP0003749,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM2,6,3087090,2024-09-11,007I8GP6AZ,APPROVED
SP0003750,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM1,7,2019652,2025-05-15,WV15MKE2VB,APPROVED
SP0003751,M22B50/003,A11746,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM2,8,3119108,2025-10-24,1QU03M3HLG,APPROVED
SP0003752,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2022/2023,SEM1,1,1727458,2022-05-19,4M121MMB1F,APPROVED
SP0003753,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2022/2023,SEM2,2,2491194,2022-10-24,LUBFHHPAA0,PENDING
SP0003754,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,3,2414137,2023-05-28,NZE4NQRUKY,APPROVED
SP0003755,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,4,1959282,2023-10-24,VOTPOQGHJA,APPROVED
SP0003756,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,5,2181027,2024-06-04,7EC494JSIN,APPROVED
SP0003757,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,6,2641538,2024-09-12,IXT8FXNM9L,APPROVED
SP0003758,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,7,3265045,2025-06-03,DO21F747N4,PENDING
SP0003759,M22B50/006,A11782,Bachelor of Art in Graphic Design and Animation,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,8,2234559,2025-10-22,ZGJLFT3XAI,APPROVED
SP0003760,M23B50/001,A11706,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2023/2024,SEM1,1,2189143,2023-06-02,YLUUYJKWZP,APPROVED
SP0003761,M23B50/001,A11706,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2023/2024,SEM2,2,1832036,2023-10-06,OGD19ZYLF8,PENDING
SP0003762,M23B50/001,A11706,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2024/2025,SEM1,3,2856622,2024-06-10,79PXJ86FK2,PENDING
SP0003763,M23B50/001,A11706,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2024/2025,SEM2,4,2194816,2024-09-15,6STDR7IOED,APPROVED
SP0003764,M23B50/001,A11706,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2025/2026,SEM1,5,2430175,2025-06-20,TOLXQCJFXF,APPROVED
SP0003765,M23B50/001,A11706,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2025/2026,SEM2,6,3567591,2025-10-25,MJLP8UQCVK,APPROVED
SP0003766,M23B50/003,A11715,Bachelor of Art in Graphic Design and Animation,International Education Grant,NEED_BASED_AID,2023/2024,SEM1,1,1394582,2023-06-22,4EQU8FVUEQ,APPROVED
SP0003767,M23B50/003,A11715,Bachelor of Art in Graphic Design and Animation,International Education Grant,NEED_BASED_AID,2023/2024,SEM2,2,3799406,2023-09-21,WMPXVVVN03,APPROVED
SP0003768,M23B50/003,A11715,Bachelor of Art in Graphic Design and Animation,International Education Grant,NEED_BASED_AID,2024/2025,SEM1,3,3281965,2024-06-12,IWXLBK2I5M,APPROVED
SP0003769,M23B50/003,A11715,Bachelor of Art in Graphic Design and Animation,International Education Grant,NEED_BASED_AID,2024/2025,SEM2,4,2270847,2024-10-24,VBBKOQ4HIR,PENDING
SP0003770,M23B50/003,A11715,Bachelor of Art in Graphic Design and Animation,International Education Grant,NEED_BASED_AID,2025/2026,SEM1,5,1288695,2025-05-22,Q0XRCREK77,APPROVED
SP0003771,M23B50/005,A11719,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2023/2024,SEM1,1,3319720,2023-05-28,YD1KTBV3VH,APPROVED
SP0003772,M23B50/005,A11719,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2023/2024,SEM2,2,3615649,2023-10-29,SH2Y9T082Z,APPROVED
SP0003773,M23B50/005,A11719,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2024/2025,SEM1,3,2975027,2024-06-18,E9F555D3ZA,PENDING
SP0003774,M23B50/005,A11719,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2024/2025,SEM2,4,3801426,2024-10-24,DBUTIJ917Y,APPROVED
SP0003775,M23B50/005,A11719,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2025/2026,SEM1,5,2480915,2025-05-25,58GRHIYO17,APPROVED
SP0003776,M23B50/005,A11719,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2025/2026,SEM2,6,2839289,2025-09-25,I9QAWWAPD1,PENDING
SP0003777,M23B50/007,A11775,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,3383101,2023-06-27,893I4Z7ZVY,APPROVED
SP0003778,M23B50/007,A11775,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,2683346,2023-10-29,AMWYORVCYP,APPROVED
SP0003779,M23B50/007,A11775,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,1650551,2024-05-16,S5NMFHYMIE,APPROVED
SP0003780,M23B50/007,A11775,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,1100229,2024-09-28,E837E7QRCI,APPROVED
SP0003781,M23B50/007,A11775,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,1557804,2025-06-25,SAB318TQ8Q,APPROVED
SP0003782,M23B50/007,A11775,Bachelor of Art in Graphic Design and Animation,Government Sponsorship,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,1089636,2025-09-25,42QDHGQW22,APPROVED
SP0003783,M23B50/009,A11781,Bachelor of Art in Graphic Design and Animation,Church Education Fund,NEED_BASED_AID,2023/2024,SEM1,1,2757898,2023-06-11,N4QJ6182YR,PENDING
SP0003784,M23B50/009,A11781,Bachelor of Art in Graphic Design and Animation,Church Education Fund,NEED_BASED_AID,2023/2024,SEM2,2,2485577,2023-10-07,C04Q9ZAM2X,APPROVED
SP0003785,M23B50/009,A11781,Bachelor of Art in Graphic Design and Animation,Church Education Fund,NEED_BASED_AID,2024/2025,SEM1,3,2887974,2024-05-19,3D1SI8BOHP,APPROVED
SP0003786,M23B50/009,A11781,Bachelor of Art in Graphic Design and Animation,Church Education Fund,NEED_BASED_AID,2024/2025,SEM2,4,2171847,2024-10-22,KOOO5QPAL4,APPROVED
SP0003787,M23B50/009,A11781,Bachelor of Art in Graphic Design and Animation,Church Education Fund,NEED_BASED_AID,2025/2026,SEM1,5,1725266,2025-05-26,YE0U24ND6U,APPROVED
SP0003788,M23B50/009,A11781,Bachelor of Art in Graphic Design and Animation,Church Education Fund,NEED_BASED_AID,2025/2026,SEM2,6,2605079,2025-09-19,5TVJ0JYSJV,APPROVED
SP0003789,M23B50/011,A11813,Bachelor of Art in Graphic Design and Animation,Private Sponsor,NEED_BASED_AID,2023/2024,SEM1,1,1764811,2023-06-09,WKA0L9802B,APPROVED
SP0003790,M23B50/011,A11813,Bachelor of Art in Graphic Design and Animation,Private Sponsor,NEED_BASED_AID,2023/2024,SEM2,2,2186732,2023-09-26,4K29A9VVXH,APPROVED
SP0003791,M23B50/011,A11813,Bachelor of Art in Graphic Design and Animation,Private Sponsor,NEED_BASED_AID,2024/2025,SEM1,3,2925345,2024-06-08,Q0IW3T5H3F,APPROVED
SP0003792,M23B50/011,A11813,Bachelor of Art in Graphic Design and Animation,Private Sponsor,NEED_BASED_AID,2024/2025,SEM2,4,1354900,2024-10-16,WDTRKUCDRZ,APPROVED
SP0003793,M23B50/011,A11813,Bachelor of Art in Graphic Design and Animation,Private Sponsor,NEED_BASED_AID,2025/2026,SEM1,5,1662043,2025-06-19,HQKTQNGZJJ,APPROVED
SP0003794,M23B50/011,A11813,Bachelor of Art in Graphic Design and Animation,Private Sponsor,NEED_BASED_AID,2025/2026,SEM2,6,3374205,2025-09-20,AT3020CHJ4,APPROVED
SP0003795,M24B50/003,A11741,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2024/2025,SEM1,1,2545435,2024-05-26,77SEDTXAGF,APPROVED
SP0003796,M24B50/003,A11741,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2024/2025,SEM2,2,3177761,2024-10-08,HFNNCU1QK7,PENDING
SP0003797,M24B50/003,A11741,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2025/2026,SEM1,3,2963341,2025-06-11,77VF33H1R1,PENDING
SP0003798,M24B50/003,A11741,Bachelor of Art in Graphic Design and Animation,Church Education Fund,TUITION_WAIVER,2025/2026,SEM2,4,3713042,2025-09-24,FHUPFR72TP,PENDING
SP0003799,M24B50/005,A11750,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2024/2025,SEM1,1,3753043,2024-06-08,KW3DMV3UXI,PENDING
SP0003800,M24B50/005,A11750,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2024/2025,SEM2,2,1432641,2024-10-27,ZGK7XMW5S3,APPROVED
SP0003801,M24B50/005,A11750,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2025/2026,SEM1,3,1489837,2025-05-11,2AYF40IQR9,APPROVED
SP0003802,M24B50/005,A11750,Bachelor of Art in Graphic Design and Animation,Private Sponsor,TUITION_WAIVER,2025/2026,SEM2,4,2721060,2025-09-17,UBK7TA8N7A,APPROVED
SP0003803,M24B50/007,A11755,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,TUITION_WAIVER,2024/2025,SEM1,1,3012008,2024-06-16,CTDMTQ0NZB,PENDING
SP0003804,M24B50/007,A11755,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,TUITION_WAIVER,2024/2025,SEM2,2,2336846,2024-09-15,OYJKM6ALXJ,PENDING
SP0003805,M24B50/007,A11755,Bachelor of Art in Graphic Design and Animation,NGO Education Fund,TUITION_WAIVER,2025/2026,SEM1,3,1408911,2025-06-01,DL7USSIN7W,APPROVED
