REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,CREDITS_ATTEMPTED,QUALITY_POINTS,COURSES_COUNT,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,CREDITS_PASSED,CREDITS_FAILED,SEMESTER_GPA,CUM_CREDITS_ATTEMPTED,CUM_CREDITS_PASSED,CUM_QUALITY_POINTS,CGPA
J23B73/039,A18310,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,58.0,6,4,2,1,1,0,12.0,6.0,3.22,136,113.0,489.0,3.6
J23B73/039,A18310,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,86.5,7,7,0,0,0,0,21.0,0.0,4.12,157,134.0,575.5,3.67
J23B73/039,A18310,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,68.0,6,6,0,0,0,0,17.0,0.0,4.0,174,151.0,643.5,3.7
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,1,18,40.0,6,4,2,0,1,1,11.0,7.0,2.22,18,11.0,40.0,2.22
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,2,22,60.0,7,4,3,1,1,1,14.0,8.0,2.73,40,25.0,100.0,2.5
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,3,19,65.5,6,5,1,0,1,0,17.0,2.0,3.45,59,42.0,165.5,2.81
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,4,20,54.0,7,5,2,0,2,0,15.0,5.0,2.7,79,57.0,219.5,2.78
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,5,18,42.0,6,3,3,1,2,0,10.0,8.0,2.33,97,67.0,261.5,2.7
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,6,21,46.0,7,5,2,0,2,0,15.0,6.0,2.19,118,82.0,307.5,2.61
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,41.5,6,3,3,2,1,0,8.0,10.0,2.31,136,90.0,349.0,2.57
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,45.5,7,4,3,0,2,1,12.0,9.0,2.17,157,102.0,394.5,2.51
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,44.5,6,4,2,0,2,0,10.0,7.0,2.62,174,112.0,439.0,2.52
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,1,18,65.5,6,6,0,0,0,0,18.0,0.0,3.64,18,18.0,65.5,3.64
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,2,22,66.0,7,6,1,0,1,0,18.0,4.0,3.0,40,36.0,131.5,3.29
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,3,19,67.0,6,5,1,0,0,1,16.0,3.0,3.53,59,52.0,198.5,3.36
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,4,20,65.0,7,6,1,0,0,1,17.0,3.0,3.25,79,69.0,263.5,3.34
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,5,18,48.0,6,3,3,1,2,0,9.0,9.0,2.67,97,78.0,311.5,3.21
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,6,21,89.0,7,6,1,0,0,1,18.0,3.0,4.24,118,96.0,400.5,3.39
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,70.0,6,5,1,1,0,0,15.0,3.0,3.89,136,111.0,470.5,3.46
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,74.5,7,6,1,0,1,0,17.0,4.0,3.55,157,128.0,545.0,3.47
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,64.0,6,5,1,0,1,0,13.0,4.0,3.76,174,141.0,609.0,3.5
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,1,18,61.0,6,5,1,1,0,0,15.0,3.0,3.39,18,15.0,61.0,3.39
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,2,22,87.0,7,6,1,0,1,0,20.0,2.0,3.95,40,35.0,148.0,3.7
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,3,19,63.5,6,4,2,0,2,0,13.0,6.0,3.34,59,48.0,211.5,3.58
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,4,20,61.0,7,5,2,1,1,0,15.0,5.0,3.05,79,63.0,272.5,3.45
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,5,18,48.5,6,4,2,1,1,0,11.0,7.0,2.69,97,74.0,321.0,3.31
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,6,21,67.5,7,5,2,0,2,0,15.0,6.0,3.21,118,89.0,388.5,3.29
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,62.0,6,4,2,0,1,1,13.0,5.0,3.44,136,102.0,450.5,3.31
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,80.5,7,7,0,0,0,0,21.0,0.0,3.83,157,123.0,531.0,3.38
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,61.5,6,6,0,0,0,0,17.0,0.0,3.62,174,140.0,592.5,3.41
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,1,18,73.0,6,5,1,0,1,0,16.0,2.0,4.06,18,16.0,73.0,4.06
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,2,22,73.5,7,4,3,0,2,1,13.0,9.0,3.34,40,29.0,146.5,3.66
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,3,19,74.5,6,6,0,0,0,0,19.0,0.0,3.92,59,48.0,221.0,3.75
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,4,20,66.0,7,5,2,1,1,0,15.0,5.0,3.3,79,63.0,287.0,3.63
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,5,18,63.0,6,5,1,1,0,0,15.0,3.0,3.5,97,78.0,350.0,3.61
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,6,21,60.5,7,4,3,0,2,1,11.0,10.0,2.88,118,89.0,410.5,3.48
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,74.0,6,5,1,0,1,0,15.0,3.0,4.11,136,104.0,484.5,3.56
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,89.5,7,7,0,0,0,0,21.0,0.0,4.26,157,125.0,574.0,3.66
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,54.0,6,6,0,0,0,0,17.0,0.0,3.18,174,142.0,628.0,3.61
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,1,18,70.0,6,5,1,1,0,0,15.0,3.0,3.89,18,15.0,70.0,3.89
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,2,22,80.0,7,7,0,0,0,0,22.0,0.0,3.64,40,37.0,150.0,3.75
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,3,19,77.5,6,5,1,0,1,0,17.0,2.0,4.08,59,54.0,227.5,3.86
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,4,20,66.0,7,6,1,0,0,1,18.0,2.0,3.3,79,72.0,293.5,3.72
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,5,18,59.5,6,4,2,0,2,0,11.0,7.0,3.31,97,83.0,353.0,3.64
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,6,21,73.0,7,6,1,1,0,0,18.0,3.0,3.48,118,101.0,426.0,3.61
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,73.5,6,6,0,0,0,0,18.0,0.0,4.08,136,119.0,499.5,3.67
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,78.0,7,7,0,0,0,0,21.0,0.0,3.71,157,140.0,577.5,3.68
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,58.5,6,5,1,1,0,0,15.0,2.0,3.44,174,155.0,636.0,3.66
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,1,18,74.5,6,6,0,0,0,0,18.0,0.0,4.14,18,18.0,74.5,4.14
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,2,22,80.0,7,7,0,0,0,0,22.0,0.0,3.64,40,40.0,154.5,3.86
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,3,19,84.5,6,6,0,0,0,0,19.0,0.0,4.45,59,59.0,239.0,4.05
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,4,20,92.0,7,7,0,0,0,0,20.0,0.0,4.6,79,79.0,331.0,4.19
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,5,18,67.5,6,6,0,0,0,0,18.0,0.0,3.75,97,97.0,398.5,4.11
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,6,21,89.0,7,7,0,0,0,0,21.0,0.0,4.24,118,118.0,487.5,4.13
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,7,18,65.5,6,5,1,0,1,0,14.0,4.0,3.64,136,132.0,553.0,4.07
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,8,21,82.0,7,6,1,0,0,1,18.0,3.0,3.9,157,150.0,635.0,4.04
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,9,17,71.5,6,6,0,0,0,0,17.0,0.0,4.21,174,167.0,706.5,4.06
J23B76/001,A13043,Bachelor of Business Administration,2023/2024,SEM1,1,18,40.5,6,5,1,0,1,0,15.0,3.0,2.25,18,15.0,40.5,2.25
J23B76/001,A13043,Bachelor of Business Administration,2023/2024,SEM2,2,22,50.0,7,4,3,0,2,1,13.0,9.0,2.27,40,28.0,90.5,2.26
J23B76/001,A13043,Bachelor of Business Administration,2024/2025,SEM1,3,19,44.5,6,3,3,0,2,1,11.0,8.0,2.34,59,39.0,135.0,2.29
J23B76/001,A13043,Bachelor of Business Administration,2024/2025,SEM2,4,20,66.0,7,6,1,0,0,1,17.0,3.0,3.3,79,56.0,201.0,2.54
J23B76/001,A13043,Bachelor of Business Administration,2025/2026,SEM1,5,18,66.0,6,6,0,0,0,0,18.0,0.0,3.67,97,74.0,267.0,2.75
J23B76/001,A13043,Bachelor of Business Administration,2025/2026,SEM2,6,21,50.5,7,3,4,2,1,1,8.0,13.0,2.4,118,82.0,317.5,2.69
J23B76/002,A13052,Bachelor of Business Administration,2023/2024,SEM1,1,18,72.0,6,6,0,0,0,0,18.0,0.0,4.0,18,18.0,72.0,4.0
J23B76/002,A13052,Bachelor of Business Administration,2023/2024,SEM2,2,22,104.0,7,7,0,0,0,0,22.0,0.0,4.73,40,40.0,176.0,4.4
J23B76/002,A13052,Bachelor of Business Administration,2024/2025,SEM1,3,19,78.0,6,6,0,0,0,0,19.0,0.0,4.11,59,59.0,254.0,4.31
J23B76/002,A13052,Bachelor of Business Administration,2024/2025,SEM2,4,20,73.0,7,7,0,0,0,0,20.0,0.0,3.65,79,79.0,327.0,4.14
J23B76/002,A13052,Bachelor of Business Administration,2025/2026,SEM1,5,18,82.5,6,6,0,0,0,0,18.0,0.0,4.58,97,97.0,409.5,4.22
J23B76/002,A13052,Bachelor of Business Administration,2025/2026,SEM2,6,21,81.5,7,6,1,1,0,0,18.0,3.0,3.88,118,115.0,491.0,4.16
J23B76/004,A13067,Bachelor of Business Administration,2023/2024,SEM1,1,18,57.0,6,5,1,0,1,0,15.0,3.0,3.17,18,15.0,57.0,3.17
J23B76/004,A13067,Bachelor of Business Administration,2023/2024,SEM2,2,22,71.5,7,6,1,1,0,0,19.0,3.0,3.25,40,34.0,128.5,3.21
J23B76/004,A13067,Bachelor of Business Administration,2024/2025,SEM1,3,19,46.5,6,4,2,0,2,0,14.0,5.0,2.45,59,48.0,175.0,2.97
J23B76/004,A13067,Bachelor of Business Administration,2024/2025,SEM2,4,20,67.5,7,6,1,0,1,0,17.0,3.0,3.38,79,65.0,242.5,3.07
J23B76/004,A13067,Bachelor of Business Administration,2025/2026,SEM1,5,18,56.0,6,5,1,0,0,1,15.0,3.0,3.11,97,80.0,298.5,3.08
J23B76/004,A13067,Bachelor of Business Administration,2025/2026,SEM2,6,21,79.0,7,7,0,0,0,0,21.0,0.0,3.76,118,101.0,377.5,3.2
J23B76/006,A13081,Bachelor of Business Administration,2023/2024,SEM1,1,18,62.5,6,5,1,1,0,0,14.0,4.0,3.47,18,14.0,62.5,3.47
J23B76/006,A13081,Bachelor of Business Administration,2023/2024,SEM2,2,22,80.5,7,7,0,0,0,0,22.0,0.0,3.66,40,36.0,143.0,3.58
J23B76/006,A13081,Bachelor of Business Administration,2024/2025,SEM1,3,19,81.0,6,6,0,0,0,0,19.0,0.0,4.26,59,55.0,224.0,3.8
J23B76/006,A13081,Bachelor of Business Administration,2024/2025,SEM2,4,20,82.5,7,7,0,0,0,0,20.0,0.0,4.12,79,75.0,306.5,3.88
J23B76/006,A13081,Bachelor of Business Administration,2025/2026,SEM1,5,18,49.5,6,4,2,1,0,1,11.0,7.0,2.75,97,86.0,356.0,3.67
J23B76/006,A13081,Bachelor of Business Administration,2025/2026,SEM2,6,21,74.0,7,7,0,0,0,0,21.0,0.0,3.52,118,107.0,430.0,3.64
J23B76/009,A13088,Bachelor of Business Administration,2023/2024,SEM1,1,18,42.0,6,2,4,2,2,0,6.0,12.0,2.33,18,6.0,42.0,2.33
J23B76/009,A13088,Bachelor of Business Administration,2023/2024,SEM2,2,22,60.5,7,6,1,0,1,0,20.0,2.0,2.75,40,26.0,102.5,2.56
J23B76/009,A13088,Bachelor of Business Administration,2024/2025,SEM1,3,19,50.0,6,4,2,1,1,0,11.0,8.0,2.63,59,37.0,152.5,2.58
J23B76/009,A13088,Bachelor of Business Administration,2024/2025,SEM2,4,20,59.0,7,6,1,0,1,0,18.0,2.0,2.95,79,55.0,211.5,2.68
J23B76/009,A13088,Bachelor of Business Administration,2025/2026,SEM1,5,18,46.5,6,5,1,0,1,0,16.0,2.0,2.58,97,71.0,258.0,2.66
J23B76/009,A13088,Bachelor of Business Administration,2025/2026,SEM2,6,21,70.5,7,7,0,0,0,0,21.0,0.0,3.36,118,92.0,328.5,2.78
J23B76/014,A13151,Bachelor of Business Administration,2023/2024,SEM1,1,18,85.5,6,6,0,0,0,0,18.0,0.0,4.75,18,18.0,85.5,4.75
J23B76/014,A13151,Bachelor of Business Administration,2023/2024,SEM2,2,22,93.0,7,6,1,0,0,1,19.0,3.0,4.23,40,37.0,178.5,4.46
J23B76/014,A13151,Bachelor of Business Administration,2024/2025,SEM1,3,19,73.5,6,6,0,0,0,0,19.0,0.0,3.87,59,56.0,252.0,4.27
J23B76/014,A13151,Bachelor of Business Administration,2024/2025,SEM2,4,20,57.5,7,4,3,2,1,0,11.0,9.0,2.88,79,67.0,309.5,3.92
J23B76/014,A13151,Bachelor of Business Administration,2025/2026,SEM1,5,18,72.0,6,5,1,0,0,1,15.0,3.0,4.0,97,82.0,381.5,3.93
J23B76/014,A13151,Bachelor of Business Administration,2025/2026,SEM2,6,21,52.0,7,4,3,1,0,2,11.0,10.0,2.48,118,93.0,433.5,3.67
J23B76/016,A13156,Bachelor of Business Administration,2023/2024,SEM1,1,18,61.5,6,6,0,0,0,0,18.0,0.0,3.42,18,18.0,61.5,3.42
J23B76/016,A13156,Bachelor of Business Administration,2023/2024,SEM2,2,22,54.0,7,5,2,0,2,0,15.0,7.0,2.45,40,33.0,115.5,2.89
J23B76/016,A13156,Bachelor of Business Administration,2024/2025,SEM1,3,19,54.0,6,5,1,0,1,0,16.0,3.0,2.84,59,49.0,169.5,2.87
J23B76/016,A13156,Bachelor of Business Administration,2024/2025,SEM2,4,20,69.5,7,7,0,0,0,0,20.0,0.0,3.48,79,69.0,239.0,3.03
J23B76/016,A13156,Bachelor of Business Administration,2025/2026,SEM1,5,18,48.5,6,5,1,0,1,0,15.0,3.0,2.69,97,84.0,287.5,2.96
J23B76/016,A13156,Bachelor of Business Administration,2025/2026,SEM2,6,21,65.0,7,7,0,0,0,0,21.0,0.0,3.1,118,105.0,352.5,2.99
J23B76/018,A13207,Bachelor of Business Administration,2023/2024,SEM1,1,18,72.5,6,4,2,0,2,0,13.0,5.0,4.03,18,13.0,72.5,4.03
J23B76/018,A13207,Bachelor of Business Administration,2023/2024,SEM2,2,22,99.0,7,7,0,0,0,0,22.0,0.0,4.5,40,35.0,171.5,4.29
J23B76/018,A13207,Bachelor of Business Administration,2024/2025,SEM1,3,19,64.5,6,6,0,0,0,0,19.0,0.0,3.39,59,54.0,236.0,4.0
J23B76/018,A13207,Bachelor of Business Administration,2024/2025,SEM2,4,20,72.5,7,6,1,1,0,0,17.0,3.0,3.62,79,71.0,308.5,3.91
J23B76/018,A13207,Bachelor of Business Administration,2025/2026,SEM1,5,18,81.0,6,6,0,0,0,0,18.0,0.0,4.5,97,89.0,389.5,4.02
J23B76/018,A13207,Bachelor of Business Administration,2025/2026,SEM2,6,21,82.0,7,6,1,1,0,0,18.0,3.0,3.9,118,107.0,471.5,4.0
J23B76/020,A13241,Bachelor of Business Administration,2023/2024,SEM1,1,18,75.0,6,6,0,0,0,0,18.0,0.0,4.17,18,18.0,75.0,4.17
J23B76/020,A13241,Bachelor of Business Administration,2023/2024,SEM2,2,22,75.0,7,6,1,1,0,0,19.0,3.0,3.41,40,37.0,150.0,3.75
J23B76/020,A13241,Bachelor of Business Administration,2024/2025,SEM1,3,19,52.5,6,3,3,1,1,1,11.0,8.0,2.76,59,48.0,202.5,3.43
J23B76/020,A13241,Bachelor of Business Administration,2024/2025,SEM2,4,20,76.5,7,6,1,1,0,0,17.0,3.0,3.82,79,65.0,279.0,3.53
J23B76/020,A13241,Bachelor of Business Administration,2025/2026,SEM1,5,18,69.0,6,5,1,0,1,0,14.0,4.0,3.83,97,79.0,348.0,3.59
J23B76/020,A13241,Bachelor of Business Administration,2025/2026,SEM2,6,21,81.0,7,7,0,0,0,0,21.0,0.0,3.86,118,100.0,429.0,3.64
J23B80/001,A13516,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,56.0,6,6,0,0,0,0,18.0,0.0,3.11,18,18.0,56.0,3.11
J23B80/001,A13516,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,53.0,7,4,3,1,2,0,13.0,9.0,2.41,40,31.0,109.0,2.72
J23B80/001,A13516,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,37.5,6,4,2,0,2,0,12.0,7.0,1.97,59,43.0,146.5,2.48
J23B80/001,A13516,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,42.0,7,3,4,0,4,0,8.0,12.0,2.1,79,51.0,188.5,2.39
J23B80/001,A13516,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,31.5,6,1,5,0,5,0,3.0,15.0,1.75,97,54.0,220.0,2.27
J23B80/001,A13516,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,54.0,7,5,2,0,2,0,15.0,6.0,2.57,118,69.0,274.0,2.32
J23B80/002,A13546,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,78.5,6,6,0,0,0,0,18.0,0.0,4.36,18,18.0,78.5,4.36
J23B80/002,A13546,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,99.0,7,6,1,1,0,0,20.0,2.0,4.5,40,38.0,177.5,4.44
J23B80/002,A13546,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,80.5,6,5,1,1,0,0,17.0,2.0,4.24,59,55.0,258.0,4.37
J23B80/002,A13546,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,75.0,7,5,2,2,0,0,14.0,6.0,3.75,79,69.0,333.0,4.22
J23B80/002,A13546,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,79.0,6,6,0,0,0,0,18.0,0.0,4.39,97,87.0,412.0,4.25
J23B80/002,A13546,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,83.5,7,6,1,0,0,1,17.0,4.0,3.98,118,104.0,495.5,4.2
J23B80/004,A13556,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,65.5,6,5,1,0,0,1,16.0,2.0,3.64,18,16.0,65.5,3.64
J23B80/004,A13556,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,89.0,7,7,0,0,0,0,22.0,0.0,4.05,40,38.0,154.5,3.86
J23B80/004,A13556,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,53.0,6,4,2,0,2,0,12.0,7.0,2.79,59,50.0,207.5,3.52
J23B80/004,A13556,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,70.0,7,6,1,0,1,0,18.0,2.0,3.5,79,68.0,277.5,3.51
J23B80/004,A13556,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,61.0,6,5,1,0,1,0,15.0,3.0,3.39,97,83.0,338.5,3.49
J23B80/004,A13556,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,61.5,7,5,2,0,2,0,15.0,6.0,2.93,118,98.0,400.0,3.39
J23B80/007,A13582,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,32.0,6,2,4,2,2,0,5.0,13.0,1.78,18,5.0,32.0,1.78
J23B80/007,A13582,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,56.5,7,5,2,1,1,0,16.0,6.0,2.57,40,21.0,88.5,2.21
J23B80/007,A13582,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,52.0,6,4,2,0,0,2,11.0,8.0,2.74,59,32.0,140.5,2.38
J23B80/007,A13582,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,66.5,7,6,1,0,1,0,16.0,4.0,3.32,79,48.0,207.0,2.62
J23B80/007,A13582,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,44.5,6,4,2,0,2,0,11.0,7.0,2.47,97,59.0,251.5,2.59
J23B80/007,A13582,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,64.5,7,6,1,0,0,1,18.0,3.0,3.07,118,77.0,316.0,2.68
J23B80/009,A13593,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,80.0,6,6,0,0,0,0,18.0,0.0,4.44,18,18.0,80.0,4.44
J23B80/009,A13593,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,89.5,7,7,0,0,0,0,22.0,0.0,4.07,40,40.0,169.5,4.24
J23B80/009,A13593,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,70.5,6,6,0,0,0,0,19.0,0.0,3.71,59,59.0,240.0,4.07
J23B80/009,A13593,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,64.5,7,4,3,0,3,0,13.0,7.0,3.22,79,72.0,304.5,3.85
J23B80/009,A13593,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,71.0,6,6,0,0,0,0,18.0,0.0,3.94,97,90.0,375.5,3.87
J23B80/009,A13593,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,67.5,7,6,1,0,1,0,18.0,3.0,3.21,118,108.0,443.0,3.75
J23B80/011,A13605,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,61.0,6,6,0,0,0,0,18.0,0.0,3.39,18,18.0,61.0,3.39
J23B80/011,A13605,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,77.0,7,5,2,1,0,1,15.0,7.0,3.5,40,33.0,138.0,3.45
J23B80/011,A13605,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,59.0,6,4,2,1,1,0,12.0,7.0,3.11,59,45.0,197.0,3.34
J23B80/011,A13605,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,71.0,7,6,1,1,0,0,18.0,2.0,3.55,79,63.0,268.0,3.39
J23B80/011,A13605,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,72.5,6,5,1,1,0,0,15.0,3.0,4.03,97,78.0,340.5,3.51
J23B80/011,A13605,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,72.0,7,6,1,0,1,0,17.0,4.0,3.43,118,95.0,412.5,3.5
J23B80/013,A13614,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,56.5,6,6,0,0,0,0,18.0,0.0,3.14,18,18.0,56.5,3.14
J23B80/013,A13614,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,65.5,7,6,1,0,1,0,19.0,3.0,2.98,40,37.0,122.0,3.05
J23B80/013,A13614,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,69.0,6,6,0,0,0,0,19.0,0.0,3.63,59,56.0,191.0,3.24
J23B80/013,A13614,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,58.5,7,4,3,0,3,0,10.0,10.0,2.92,79,66.0,249.5,3.16
J23B80/013,A13614,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,45.0,6,3,3,0,3,0,9.0,9.0,2.5,97,75.0,294.5,3.04
J23B80/013,A13614,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,68.5,7,7,0,0,0,0,21.0,0.0,3.26,118,96.0,363.0,3.08
J23B80/015,A13626,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,44.5,6,5,1,0,0,1,15.0,3.0,2.47,18,15.0,44.5,2.47
J23B80/015,A13626,Bachelor of Human Resource Management,2023/2024,SEM2,2,22,73.5,7,5,2,1,1,0,16.0,6.0,3.34,40,31.0,118.0,2.95
J23B80/015,A13626,Bachelor of Human Resource Management,2024/2025,SEM1,3,19,70.0,6,6,0,0,0,0,19.0,0.0,3.68,59,50.0,188.0,3.19
J23B80/015,A13626,Bachelor of Human Resource Management,2024/2025,SEM2,4,20,70.5,7,6,1,0,1,0,17.0,3.0,3.52,79,67.0,258.5,3.27
J23B80/015,A13626,Bachelor of Human Resource Management,2025/2026,SEM1,5,18,65.5,6,6,0,0,0,0,18.0,0.0,3.64,97,85.0,324.0,3.34
J23B80/015,A13626,Bachelor of Human Resource Management,2025/2026,SEM2,6,21,67.5,7,7,0,0,0,0,21.0,0.0,3.21,118,106.0,391.5,3.32
J23B80/018,A13658,Bachelor of Human Resource Management,2023/2024,SEM1,1,18,62.0,6,5,1,0,1,0,15.0,3.0,3.44,18,15.0,62.0,3.44
