SPONSOR_PAYMENT_ID,REG_NO,ACC_NO,PROGRAM,SPONSOR_NAME,SCHOLARSHIP_TYPE,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,AMOUNT_SPONSORED_UGX,DISBURSEMENT_DATE,SPONSOR_REFERENCE,STATUS
SP0004884,J24B27/018,A12416,Bachelor of Public Health,NGO Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,1,2821333,2024-01-26,1VZ0S4KNB3,APPROVED
SP0004885,J24B27/018,A12416,Bachelor of Public Health,NGO Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,2,2404730,2024-06-27,4ML7TM913A,APPROVED
SP0004886,J24B27/018,A12416,Bachelor of Public Health,NGO Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,3,3653324,2025-02-25,YOA8AYY12H,APPROVED
SP0004887,J24B27/018,A12416,Bachelor of Public Health,NGO Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,4,3043914,2025-05-22,LK53MC0I9H,APPROVED
SP0004888,J24B27/018,A12416,Bachelor of Public Health,NGO Education Fund,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,5,2296403,2026-01-27,BQFQBVT0KH,APPROVED
SP0004889,J25B27/001,A12301,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,1,2155877,2025-01-16,DFCAUMQ05M,APPROVED
SP0004890,J25B27/001,A12301,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,2,4063125,2025-06-12,Y5RYDF21X6,APPROVED
SP0004891,J25B27/001,A12301,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2026/2027,SEM1,3,4232446,2026-01-31,UQN83SF276,APPROVED
SP0004892,J25B27/003,A12310,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2025/2026,SEM1,1,2738026,2025-02-05,NOEZD6GGR6,PENDING
SP0004893,J25B27/003,A12310,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2025/2026,SEM2,2,3045891,2025-05-24,5WRVM9RETA,PENDING
SP0004894,J25B27/003,A12310,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2026/2027,SEM1,3,1558932,2026-01-31,VG2NPPXQRH,APPROVED
SP0004895,J25B27/005,A12346,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,1,3817636,2025-01-11,C7P7B9HH6L,APPROVED
SP0004896,J25B27/005,A12346,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,2,3002187,2025-06-05,ACOD7471OF,APPROVED
SP0004897,J25B27/005,A12346,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,3,2967594,2026-01-19,DYYN87J1IN,APPROVED
SP0004898,J25B27/007,A12378,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,1,1540809,2025-02-01,EBOZIJO92T,PENDING
SP0004899,J25B27/007,A12378,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,2,1542425,2025-05-23,ODXNFI38ND,APPROVED
SP0004900,J25B27/007,A12378,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,3,1260635,2026-01-31,3SW2C1QRTF,APPROVED
SP0004901,J25B27/009,A12399,Bachelor of Public Health,Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM1,1,3451819,2025-02-08,RNC0WJ7E3G,APPROVED
SP0004902,J25B27/009,A12399,Bachelor of Public Health,Alumni Foundation,FULL_SCHOLARSHIP,2025/2026,SEM2,2,2873799,2025-06-13,PZN61S1N7Y,APPROVED
SP0004903,J25B27/009,A12399,Bachelor of Public Health,Alumni Foundation,FULL_SCHOLARSHIP,2026/2027,SEM1,3,1207853,2026-01-21,O41N4AAJHU,APPROVED
SP0004904,J25B27/012,A12420,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,1,2316359,2025-02-20,8JXK1YAM84,APPROVED
SP0004905,J25B27/012,A12420,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,2,4176681,2025-06-27,SOX36GIH4S,APPROVED
SP0004906,J25B27/012,A12420,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2026/2027,SEM1,3,3292034,2026-01-31,N4SMA9OV1G,APPROVED
SP0004907,J25B27/015,A12434,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2025/2026,SEM1,1,1781957,2025-02-15,1YTTLV1QAU,APPROVED
SP0004908,J25B27/015,A12434,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2025/2026,SEM2,2,3371414,2025-06-08,01QLU9ALX2,PENDING
SP0004909,J25B27/015,A12434,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2026/2027,SEM1,3,2016153,2026-01-17,7NOENCHWQT,APPROVED
SP0004910,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2023/2024,SEM1,1,2191222,2023-02-19,Q71WPBLQLC,APPROVED
SP0004911,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2023/2024,SEM2,2,3801584,2023-06-17,EO5TG6GB8J,APPROVED
SP0004912,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM1,3,3710033,2024-02-09,XOHFWQTIEG,APPROVED
SP0004913,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM2,4,1956354,2024-05-12,MW1893XCOT,APPROVED
SP0004914,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM1,5,3605379,2025-02-02,63KNG8ZPFH,APPROVED
SP0004915,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM2,6,4114859,2025-05-31,49FXT72N45,APPROVED
SP0004916,KJ23B27/004,A12334,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2026/2027,SEM1,7,1724576,2026-01-31,D71UU73J3L,APPROVED
SP0004917,KJ24B27/015,A12387,Bachelor of Public Health,Government Sponsorship,TUITION_WAIVER,2024/2025,SEM1,1,4757351,2024-01-23,JJQ8CLOX1D,APPROVED
SP0004918,KJ24B27/015,A12387,Bachelor of Public Health,Government Sponsorship,TUITION_WAIVER,2024/2025,SEM2,2,3429306,2024-05-14,QCUSRA7D21,APPROVED
SP0004919,KJ24B27/015,A12387,Bachelor of Public Health,Government Sponsorship,TUITION_WAIVER,2025/2026,SEM1,3,1811760,2025-02-15,IS99O0CPR3,APPROVED
SP0004920,KJ24B27/015,A12387,Bachelor of Public Health,Government Sponsorship,TUITION_WAIVER,2025/2026,SEM2,4,3058695,2025-05-28,A538ZBFEDP,APPROVED
SP0004921,KJ24B27/015,A12387,Bachelor of Public Health,Government Sponsorship,TUITION_WAIVER,2026/2027,SEM1,5,1570407,2026-01-31,6WCE4WI62A,APPROVED
SP0004922,KJ25B27/014,A12429,Bachelor of Public Health,Corporate Scholarship,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,1,3907599,2025-02-11,BY5YU3VDI2,APPROVED
SP0004923,KJ25B27/014,A12429,Bachelor of Public Health,Corporate Scholarship,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,2,5776271,2025-06-28,JXPO3RIW42,PENDING
SP0004924,KJ25B27/014,A12429,Bachelor of Public Health,Corporate Scholarship,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,3,1902121,2026-01-31,1G8IBT9PE4,APPROVED
SP0004925,KS24B27/002,A12305,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2024/2025,SEM1,1,1291591,2024-10-11,3SERWM0O38,APPROVED
SP0004926,KS24B27/002,A12305,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2025/2026,SEM2,2,4821595,2025-01-26,8EXOMLFAZ0,PENDING
SP0004927,KS24B27/002,A12305,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2025/2026,SEM1,3,1531230,2025-09-16,GYVQETK7O3,APPROVED
SP0004928,KS24B27/002,A12305,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2026/2027,SEM2,4,4865737,2026-01-31,1B4UVNSMH4,APPROVED
SP0004929,KS24B27/012,A12359,Bachelor of Public Health,Private Sponsor,TUITION_WAIVER,2024/2025,SEM1,1,4133851,2024-10-17,09KKSGLFBX,PENDING
SP0004930,KS24B27/012,A12359,Bachelor of Public Health,Private Sponsor,TUITION_WAIVER,2025/2026,SEM2,2,4636832,2025-01-25,VF0WMA1N8R,APPROVED
SP0004931,KS24B27/012,A12359,Bachelor of Public Health,Private Sponsor,TUITION_WAIVER,2025/2026,SEM1,3,3282148,2025-10-21,DMDRVHIYYH,APPROVED
SP0004932,KS24B27/012,A12359,Bachelor of Public Health,Private Sponsor,TUITION_WAIVER,2026/2027,SEM2,4,1574917,2026-01-31,0125RCB2RU,APPROVED
SP0004933,KS25B27/011,A12431,Bachelor of Public Health,NGO Education Fund,TUITION_WAIVER,2025/2026,SEM1,1,1538082,2025-10-07,0IQ5A5HQKP,APPROVED
SP0004934,KS25B27/011,A12431,Bachelor of Public Health,NGO Education Fund,TUITION_WAIVER,2026/2027,SEM2,2,1857087,2026-01-31,C3RCM856EU,APPROVED
SP0004935,M23B27/002,A12304,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2023/2024,SEM1,1,1606760,2023-05-20,IZTRD9LKX0,APPROVED
SP0004936,M23B27/002,A12304,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2023/2024,SEM2,2,1604777,2023-10-23,JV3DB4JHDA,PENDING
SP0004937,M23B27/002,A12304,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2024/2025,SEM1,3,3440501,2024-06-03,61ABD45A67,PENDING
SP0004938,M23B27/002,A12304,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2024/2025,SEM2,4,4685797,2024-09-26,D6K88SD89I,APPROVED
SP0004939,M23B27/002,A12304,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM1,5,2091640,2025-06-07,1V7NCE01K8,APPROVED
SP0004940,M23B27/002,A12304,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM2,6,2332632,2025-10-09,AR664B539I,APPROVED
SP0004941,M23B27/004,A12316,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2023/2024,SEM1,1,1428899,2023-06-07,MX9MD3FI28,PENDING
SP0004942,M23B27/004,A12316,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2023/2024,SEM2,2,3957255,2023-09-11,XNJ5QMOLPE,APPROVED
SP0004943,M23B27/004,A12316,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2024/2025,SEM1,3,3571817,2024-06-06,9MJ0VUT1PF,APPROVED
SP0004944,M23B27/004,A12316,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2024/2025,SEM2,4,1589568,2024-10-01,P9DOPJ0EXW,APPROVED
SP0004945,M23B27/004,A12316,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2025/2026,SEM1,5,1564599,2025-06-24,LQ660ELIF3,APPROVED
SP0004946,M23B27/004,A12316,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2025/2026,SEM2,6,4913774,2025-10-01,MMEVEWHBJT,APPROVED
SP0004947,M23B27/006,A12341,Bachelor of Public Health,International Education Grant,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,2203395,2023-06-12,432R7CMM58,PENDING
SP0004948,M23B27/006,A12341,Bachelor of Public Health,International Education Grant,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,2256287,2023-09-18,V192D6TNRV,APPROVED
SP0004949,M23B27/006,A12341,Bachelor of Public Health,International Education Grant,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,4854186,2024-06-17,M50DYMIDHA,PENDING
SP0004950,M23B27/006,A12341,Bachelor of Public Health,International Education Grant,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,2509081,2024-10-13,G7Q437DXSV,APPROVED
SP0004951,M23B27/006,A12341,Bachelor of Public Health,International Education Grant,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,4786629,2025-06-15,EHICZKD8A1,APPROVED
SP0004952,M23B27/006,A12341,Bachelor of Public Health,International Education Grant,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,4387145,2025-09-17,JW2ZZ12SD5,APPROVED
SP0004953,M23B27/008,A12364,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,1487885,2023-06-23,XUVZ1PZKUT,APPROVED
SP0004954,M23B27/008,A12364,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,4995377,2023-09-23,V13NYZ6MOD,APPROVED
SP0004955,M23B27/008,A12364,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,1984590,2024-05-19,2URYT158QP,APPROVED
SP0004956,M23B27/008,A12364,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,2027038,2024-10-19,1DJLKGLDW6,APPROVED
SP0004957,M23B27/008,A12364,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,3811013,2025-05-31,38UC7U5HI3,APPROVED
SP0004958,M23B27/008,A12364,Bachelor of Public Health,Church Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,4968980,2025-09-16,YGHURPOA6C,APPROVED
SP0004959,M23B27/010,A12389,Bachelor of Public Health,Government Sponsorship,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,4825750,2023-06-04,VWQRWBQN7K,PENDING
SP0004960,M23B27/010,A12389,Bachelor of Public Health,Government Sponsorship,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,2203273,2023-09-17,Q4UJVD5UT0,PENDING
SP0004961,M23B27/010,A12389,Bachelor of Public Health,Government Sponsorship,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,3680582,2024-05-15,IQHRTWJVVS,APPROVED
SP0004962,M23B27/010,A12389,Bachelor of Public Health,Government Sponsorship,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,4327201,2024-10-27,F5JCR70Z0M,PENDING
SP0004963,M23B27/010,A12389,Bachelor of Public Health,Government Sponsorship,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,4539542,2025-06-24,ZHPX16IT9I,APPROVED
SP0004964,M23B27/010,A12389,Bachelor of Public Health,Government Sponsorship,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,1636454,2025-09-15,A1YBI7W1VD,PENDING
SP0004965,M23B27/012,A12414,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2023/2024,SEM1,1,3955803,2023-05-17,SCCA8BYVCA,APPROVED
SP0004966,M23B27/012,A12414,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2023/2024,SEM2,2,3158538,2023-10-11,RH5QXOFYSA,APPROVED
SP0004967,M23B27/012,A12414,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2024/2025,SEM1,3,3400933,2024-06-26,SFOQ7VSP7X,APPROVED
SP0004968,M23B27/012,A12414,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2024/2025,SEM2,4,1939074,2024-09-16,Y6Y27VJZ32,PENDING
SP0004969,M23B27/012,A12414,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2025/2026,SEM1,5,3593433,2025-06-14,0UVABTVE79,APPROVED
SP0004970,M23B27/012,A12414,Bachelor of Public Health,Corporate Scholarship,TUITION_WAIVER,2025/2026,SEM2,6,2216369,2025-10-14,899Y9S1C9B,APPROVED
SP0004971,M24B27/001,A12291,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2024/2025,SEM1,1,2032185,2024-06-07,253CNXZA1K,APPROVED
SP0004972,M24B27/001,A12291,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2024/2025,SEM2,2,4313324,2024-10-03,D06T1O359U,APPROVED
SP0004973,M24B27/001,A12291,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2025/2026,SEM1,3,2047141,2025-06-16,QMME966WEU,PENDING
SP0004974,M24B27/001,A12291,Bachelor of Public Health,Government Sponsorship,MERIT_BASED_AID,2025/2026,SEM2,4,3902437,2025-10-03,Q10CMLYJDL,APPROVED
SP0004975,M24B27/003,A12300,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM1,1,1953949,2024-06-15,SARQZUXIQG,PENDING
SP0004976,M24B27/003,A12300,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM2,2,1561453,2024-10-25,REQ9ZAD1BW,APPROVED
SP0004977,M24B27/003,A12300,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM1,3,2472111,2025-05-17,ZYVW8125A3,PENDING
SP0004978,M24B27/003,A12300,Bachelor of Public Health,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM2,4,1593987,2025-09-13,O911S6ATB3,APPROVED
SP0004979,M24B27/005,A12319,Bachelor of Public Health,Government Sponsorship,NEED_BASED_AID,2024/2025,SEM1,1,1455046,2024-06-03,17YVP1G5ZK,APPROVED
SP0004980,M24B27/005,A12319,Bachelor of Public Health,Government Sponsorship,NEED_BASED_AID,2024/2025,SEM2,2,3452307,2024-10-13,KTYN7T7ZH4,APPROVED
SP0004981,M24B27/005,A12319,Bachelor of Public Health,Government Sponsorship,NEED_BASED_AID,2025/2026,SEM1,3,1897643,2025-06-13,VUPE5S0C0N,APPROVED
SP0004982,M24B27/005,A12319,Bachelor of Public Health,Government Sponsorship,NEED_BASED_AID,2025/2026,SEM2,4,5667682,2025-10-05,SJJ377RC1S,APPROVED
SP0004983,M24B27/007,A12324,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2024/2025,SEM1,1,2963005,2024-06-09,7GZP1LU08H,APPROVED
SP0004984,M24B27/007,A12324,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2024/2025,SEM2,2,1395359,2024-10-18,RB3CB98ROD,APPROVED
SP0004985,M24B27/007,A12324,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2025/2026,SEM1,3,3292777,2025-05-11,FV5AY9ODWN,APPROVED
SP0004986,M24B27/007,A12324,Bachelor of Public Health,Alumni Foundation,NEED_BASED_AID,2025/2026,SEM2,4,2842692,2025-09-25,WMKFHE3PS9,APPROVED
SP0004987,M24B27/009,A12338,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2024/2025,SEM1,1,5423559,2024-06-08,7B3P7ZGO8Y,APPROVED
SP0004988,M24B27/009,A12338,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2024/2025,SEM2,2,2949547,2024-10-07,P7PJERFF44,APPROVED
SP0004989,M24B27/009,A12338,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM1,3,2805179,2025-06-25,MBA2HXBGI4,APPROVED
SP0004990,M24B27/009,A12338,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM2,4,1670901,2025-09-11,LDV6FPHAM6,APPROVED
SP0004991,M24B27/011,A12373,Bachelor of Public Health,Church Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM1,1,4578301,2024-05-31,RV7KUGMZ5K,PENDING
SP0004992,M24B27/011,A12373,Bachelor of Public Health,Church Education Fund,FULL_SCHOLARSHIP,2024/2025,SEM2,2,3674923,2024-10-19,QU6VEM1K6O,APPROVED
SP0004993,M24B27/011,A12373,Bachelor of Public Health,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,3,4371895,2025-06-29,TEWLBTSKVD,APPROVED
SP0004994,M24B27/011,A12373,Bachelor of Public Health,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,4,2658176,2025-09-17,H7U03R7ELR,APPROVED
SP0004995,M24B27/013,A12396,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,1,3592303,2024-06-25,GDQR6K368C,APPROVED
SP0004996,M24B27/013,A12396,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,2,3790341,2024-10-28,LS91YPXMYX,APPROVED
SP0004997,M24B27/013,A12396,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,3,3960023,2025-05-30,SVLDCNEPJY,APPROVED
SP0004998,M24B27/013,A12396,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,4,3900349,2025-09-22,U2QMQDBK01,APPROVED
SP0004999,M24B27/015,A12409,Bachelor of Public Health,Church Education Fund,NEED_BASED_AID,2024/2025,SEM1,1,3037808,2024-05-12,Q11USUSEM0,APPROVED
SP0005000,M24B27/015,A12409,Bachelor of Public Health,Church Education Fund,NEED_BASED_AID,2024/2025,SEM2,2,2395781,2024-09-10,PE909NT1XK,APPROVED
SP0005001,M24B27/015,A12409,Bachelor of Public Health,Church Education Fund,NEED_BASED_AID,2025/2026,SEM1,3,3682096,2025-05-20,7V4R1WM2M6,APPROVED
SP0005002,M24B27/015,A12409,Bachelor of Public Health,Church Education Fund,NEED_BASED_AID,2025/2026,SEM2,4,1977167,2025-10-11,TQ55SPJ1AP,APPROVED
SP0005003,M25B27/001,A12308,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM1,1,4532247,2025-06-29,BA5GP5MC73,APPROVED
SP0005004,M25B27/001,A12308,Bachelor of Public Health,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM2,2,3361164,2025-09-23,HHIGPJOJ6G,APPROVED
SP0005005,M25B27/003,A12332,Bachelor of Public Health,Church Education Fund,NEED_BASED_AID,2025/2026,SEM1,1,3691892,2025-06-20,JQ1723Y631,APPROVED
SP0005006,M25B27/003,A12332,Bachelor of Public Health,Church Education Fund,NEED_BASED_AID,2025/2026,SEM2,2,1353889,2025-09-15,W4IE651CMQ,APPROVED
SP0005007,M25B27/005,A12349,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,1,2911312,2025-06-13,5UTFOYS84W,APPROVED
SP0005008,M25B27/005,A12349,Bachelor of Public Health,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,2,2729015,2025-10-05,ZD8OGMS485,APPROVED
SP0005009,M25B27/008,A12393,Bachelor of Public Health,Government Sponsorship,NEED_BASED_AID,2025/2026,SEM1,1,3942444,2025-05-28,Z8AHA2K8P4,PENDING
SP0005010,M25B27/008,A12393,Bachelor of Public Health,Government Sponsorship,NEED_BASED_AID,2025/2026,SEM2,2,3821073,2025-10-13,NR31S1BJGS,APPROVED
SP0005011,M25B27/010,A12404,Bachelor of Public Health,International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM1,1,4290442,2025-06-26,IYIKQENZYG,APPROVED
SP0005012,M25B27/010,A12404,Bachelor of Public Health,International Education Grant,FULL_SCHOLARSHIP,2025/2026,SEM2,2,5410602,2025-10-15,CKSURQHYA1,APPROVED
SP0005013,M25B27/012,A12415,Bachelor of Public Health,International Education Grant,NEED_BASED_AID,2025/2026,SEM1,1,1877525,2025-06-04,QC96CIJM0V,APPROVED
SP0005014,M25B27/012,A12415,Bachelor of Public Health,International Education Grant,NEED_BASED_AID,2025/2026,SEM2,2,3993296,2025-10-09,34KBTQ55PY,APPROVED
SP0005015,M25B27/014,A12423,Bachelor of Public Health,Private Sponsor,NEED_BASED_AID,2025/2026,SEM1,1,2092530,2025-06-12,I8MJCGX3PN,PENDING
SP0005016,M25B27/014,A12423,Bachelor of Public Health,Private Sponsor,NEED_BASED_AID,2025/2026,SEM2,2,2339082,2025-10-04,B7G79K0H7N,APPROVED
SP0005017,S23B27/001,A12312,Bachelor of Public Health,Church Education Fund,MERIT_BASED_AID,2023/2024,SEM1,1,2985623,2023-09-28,ABZ429OZET,PENDING
SP0005018,S23B27/001,A12312,Bachelor of Public Health,Church Education Fund,MERIT_BASED_AID,2024/2025,SEM2,2,3672069,2024-01-26,20DSSHZX6X,APPROVED
SP0005019,S23B27/001,A12312,Bachelor of Public Health,Church Education Fund,MERIT_BASED_AID,2024/2025,SEM1,3,1510019,2024-09-14,3F6GQGV61P,APPROVED
SP0005020,S23B27/001,A12312,Bachelor of Public Health,Church Education Fund,MERIT_BASED_AID,2025/2026,SEM2,4,3756666,2025-01-10,NLLRP7TEQ5,APPROVED
SP0005021,S23B27/001,A12312,Bachelor of Public Health,Church Education Fund,MERIT_BASED_AID,2025/2026,SEM1,5,1054258,2025-09-18,K0X8ZX5X4K,PENDING
SP0005022,S23B27/001,A12312,Bachelor of Public Health,Church Education Fund,MERIT_BASED_AID,2026/2027,SEM2,6,1942910,2026-01-19,C4QTU66MP2,APPROVED
SP0005023,S23B27/003,A12320,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2023/2024,SEM1,1,4120504,2023-10-29,DJY56C3WNS,APPROVED
SP0005024,S23B27/003,A12320,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2024/2025,SEM2,2,4548718,2024-01-22,4WCN7EG6WM,APPROVED
SP0005025,S23B27/003,A12320,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2024/2025,SEM1,3,3035501,2024-09-20,GJMT3SOWMA,APPROVED
SP0005026,S23B27/003,A12320,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2025/2026,SEM2,4,3415570,2025-02-21,RLG9J482YB,APPROVED
SP0005027,S23B27/003,A12320,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2025/2026,SEM1,5,4209183,2025-10-15,W61XQ0JO7Z,APPROVED
SP0005028,S23B27/003,A12320,Bachelor of Public Health,Private Sponsor,FULL_SCHOLARSHIP,2026/2027,SEM2,6,3586547,2026-01-22,0RYYJS32C4,APPROVED
SP0005029,S23B27/005,A12343,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,5350702,2023-10-16,OA9LRIJK2Z,APPROVED
SP0005030,S23B27/005,A12343,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,2,3429677,2024-02-09,4F29DB0OTP,PENDING
SP0005031,S23B27/005,A12343,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,4229583,2024-10-26,Z0ULPDTSK3,APPROVED
SP0005032,S23B27/005,A12343,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,4,4372478,2025-01-16,OBTA0B0W22,APPROVED
SP0005033,S23B27/005,A12343,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,5028284,2025-10-18,WKVYT25VD5,APPROVED
SP0005034,S23B27/005,A12343,Bachelor of Public Health,Private Sponsor,PARTIAL_SCHOLARSHIP,2026/2027,SEM2,6,1750208,2026-01-18,1IQLL3Q76V,APPROVED
SP0005035,S23B27/007,A12352,Bachelor of Public Health,Private Sponsor,TUITION_WAIVER,2023/2024,SEM1,1,4727639,2023-10-30,SOQH9COEDT,APPROVED
