payment_id,student_id,payment_date,year,amount,tuition_national,tuition_international,functional_fees,payment_method,status,semester
PAY000217,J24B02/003,2023-07-24,2023,1604660.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000218,J24B02/003,2024-09-30,2024,2791272.0,1818000.0,0.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000219,S23B02/002,2025-11-23,2023,2011566.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000220,S23B02/002,2024-06-08,2023,1884178.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000221,S23B02/002,2023-04-16,2025,918731.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000222,J24B02/004,2025-06-10,2024,931251.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000223,J24B02/004,2023-05-20,2025,2022567.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000224,J24B02/004,2026-01-13,2026,1340411.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000225,J24B02/004,2025-05-18,2026,2038416.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000226,J21B02/004,2026-01-31,2024,2248618.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000227,J21B02/004,2024-06-10,2023,1355789.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000228,J21B02/004,2023-06-13,2024,1349966.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000229,J21B02/004,2024-05-20,2024,2273998.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000230,J21B02/004,2025-01-18,2024,1480696.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000231,J24B02/005,2023-04-13,2023,2553957.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000232,J24B02/005,2024-01-25,2026,1050079.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000233,J24B02/005,2025-07-19,2026,1353100.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000234,J24B02/005,2024-11-26,2025,1786016.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000235,J24B02/005,2024-01-25,2026,880047.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000236,J24B02/005,2023-04-02,2025,2096382.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000237,M21B02/004,2024-02-03,2025,1240106.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000238,M21B02/004,2025-05-13,2024,967944.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000239,M21B02/004,2023-06-10,2024,2232483.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000240,J24B02/006,2023-03-19,2025,1600277.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000241,J24B02/007,2024-12-15,2025,1314560.0,0.0,2727000.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000242,J24B02/007,2023-10-14,2024,1376183.0,0.0,2727000.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000243,J24B02/007,2024-08-02,2025,2349409.0,0.0,2727000.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000244,J24B02/007,2023-10-24,2023,3176718.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000245,S24B02/006,2024-11-21,2023,2741151.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,May (Trinity Semester)
PAY000246,M21B02/005,2025-10-04,2024,1262659.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000247,M21B02/005,2023-06-13,2023,1907271.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000248,M21B02/005,2024-01-04,2026,2429982.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000249,M21B02/005,2024-08-10,2025,2311403.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000250,M21B02/005,2025-06-19,2026,2465262.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000251,M23B02/007,2025-11-25,2023,2621918.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000252,M23B02/007,2024-08-30,2023,850478.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000253,M23B02/007,2025-02-26,2026,2493342.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000254,M23B02/007,2023-07-25,2025,1290029.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000255,M23B02/007,2025-07-25,2025,1587589.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000256,S23B02/003,2023-05-14,2023,1053129.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000257,S23B02/003,2023-04-26,2023,2382769.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000258,S24B02/007,2024-11-17,2026,3453026.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000259,S24B02/007,2025-03-26,2026,2766026.0,0.0,2727000.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000260,S21B02/004,2023-06-03,2024,1877554.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000261,S21B02/004,2025-06-30,2026,1578998.0,0.0,2727000.0,983000.0,Cash,Failed,September (Advent)
PAY000262,S21B02/005,2023-05-29,2025,2494864.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000263,M22B02/002,2025-10-01,2025,2412747.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000264,M22B02/002,2024-11-23,2023,1721855.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000265,M22B02/002,2023-12-22,2023,1840806.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000266,M22B02/002,2025-04-01,2024,961434.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000267,M22B02/002,2023-09-04,2023,2633364.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000268,M24B02/001,2025-05-25,2023,2697713.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000269,M24B02/001,2023-07-11,2023,1344236.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000270,S21B02/006,2024-08-05,2024,2769756.0,0.0,2727000.0,983000.0,Credit Card,Pending,September (Advent)
PAY000271,S21B02/006,2024-02-29,2026,2974961.0,0.0,2727000.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000272,S21B02/006,2023-12-05,2025,2322137.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000273,M21B02/006,2024-07-13,2025,2678031.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,May (Trinity Semester)
PAY000274,M21B02/006,2024-11-01,2025,2078628.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000275,J22B02/001,2023-09-09,2024,1906004.0,0.0,2727000.0,983000.0,Credit Card,Pending,September (Advent)
PAY000276,J22B02/001,2023-09-29,2025,2983048.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000277,J22B02/001,2025-04-01,2024,1960552.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000278,J22B02/001,2023-05-08,2025,1467361.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000279,J22B02/001,2023-12-15,2025,2196558.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000280,J22B02/001,2024-10-13,2023,3232068.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000281,S21B03/001,2025-08-29,2026,2489789.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000282,S21B03/001,2025-12-16,2026,2393836.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000283,S24B03/001,2024-10-23,2024,3516161.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000284,M23B03/001,2025-04-05,2025,2035452.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000285,M23B03/001,2023-06-19,2023,2556509.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000286,M21B03/001,2023-06-03,2024,1719651.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000287,M21B03/001,2025-02-09,2025,2317109.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000288,M21B03/001,2025-10-27,2026,1931748.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000289,M21B03/001,2024-11-04,2026,1273535.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000290,M21B03/001,2023-06-23,2024,2168350.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000291,M24B03/001,2024-01-25,2025,857006.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000292,M24B03/001,2024-07-19,2025,1658267.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000293,M24B03/001,2025-03-28,2023,2304165.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000294,M24B03/001,2023-05-14,2024,2786298.0,1818000.0,0.0,983000.0,Mobile Money,Completed,Jan (Easter Semester)
PAY000295,M24B03/001,2024-07-21,2025,1103089.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000296,M22B03/001,2025-09-17,2025,1832829.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000297,M22B03/001,2026-01-02,2025,2229804.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000298,S22B03/001,2023-12-19,2025,1770797.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000299,S22B03/001,2025-06-07,2023,2401924.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000300,S22B03/001,2025-06-17,2025,2629426.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000301,S22B03/001,2023-09-25,2024,892024.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000302,S22B03/001,2023-08-07,2023,2087654.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000303,S22B03/001,2025-05-27,2024,2409270.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000304,J24B03/001,2025-12-21,2023,2670637.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000305,J24B03/001,2023-05-15,2026,2411224.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000306,J24B03/001,2025-02-22,2025,2006615.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000307,J24B03/001,2025-09-04,2023,2492523.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000308,M22B03/002,2024-12-02,2023,1881108.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000309,M22B03/002,2024-02-02,2024,962864.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000310,M22B03/002,2025-09-19,2023,1932770.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000311,J23B03/001,2023-12-16,2024,1680930.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000312,J23B03/001,2024-04-26,2023,1772803.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000313,J23B03/001,2025-01-22,2026,1263323.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000314,M23B03/002,2025-05-28,2023,2255110.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000315,M23B03/002,2024-11-06,2023,2517938.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000316,J23B03/002,2025-02-08,2023,1665164.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000317,J23B03/002,2025-07-31,2026,1784204.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000318,J23B03/002,2025-05-24,2023,2199065.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000319,J23B03/002,2024-08-25,2026,2048008.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000320,J23B03/002,2025-11-16,2024,1855917.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000321,J24B03/002,2023-05-02,2026,2341914.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000322,J24B03/003,2024-07-02,2026,2493231.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000323,J24B03/003,2023-10-16,2025,1330127.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000324,J24B03/003,2023-04-06,2026,1123844.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000325,J24B03/003,2025-01-21,2025,2480464.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000326,J24B03/003,2025-03-09,2024,1842548.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000327,J24B03/003,2024-12-04,2024,2106385.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000328,J23B03/003,2025-09-08,2024,2602377.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000329,J23B03/003,2023-10-22,2025,1233694.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000330,J23B03/003,2025-07-04,2023,918253.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000331,M21B03/002,2024-01-02,2026,1728917.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000332,J21B03/001,2024-07-04,2024,1968837.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000333,J21B03/001,2025-04-11,2026,1000838.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000334,J21B03/001,2024-08-12,2024,1106847.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000335,J21B03/001,2024-09-26,2024,966003.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000336,M24B03/002,2024-08-31,2023,1464494.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000337,M24B03/002,2023-11-17,2025,2134533.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000338,J23B03/004,2024-12-08,2025,1079020.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000339,J23B03/004,2025-07-31,2025,1832322.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000340,J23B03/004,2024-02-06,2023,1092397.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000341,J23B03/004,2023-06-25,2024,1752724.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000342,J23B03/004,2024-03-26,2023,2732797.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000343,S23B03/001,2025-11-15,2026,2011036.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000344,S23B03/001,2024-04-02,2023,1840974.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000345,S23B03/001,2025-04-05,2026,992639.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000346,J23B03/005,2025-03-11,2023,2238657.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000347,J23B03/005,2024-07-15,2025,1512205.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000348,J21B03/002,2026-01-26,2023,2248652.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000349,J21B03/002,2023-08-07,2025,1397921.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000350,J21B03/002,2024-04-14,2026,2186620.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000351,M24B03/003,2023-07-04,2026,1395669.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000352,M24B03/003,2024-10-21,2023,1704925.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000353,S21B03/002,2023-06-02,2023,1119523.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000354,S21B03/002,2023-08-26,2023,2615706.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000355,S21B03/002,2023-11-09,2026,954185.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000356,S21B03/002,2023-11-22,2023,1572457.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000357,S21B03/002,2023-11-14,2025,2192659.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000358,J23B03/006,2026-01-24,2024,1010446.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000359,J23B03/006,2024-12-19,2026,1357182.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000360,J23B03/006,2025-03-09,2023,2038046.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000361,J23B03/007,2023-12-13,2023,3389786.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000362,J22B03/001,2026-01-20,2023,1704184.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000363,J22B03/001,2025-10-01,2024,2531080.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000364,J22B03/001,2024-06-08,2026,1859416.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000365,J22B03/001,2025-02-11,2025,1497785.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000366,M23B03/003,2023-12-29,2026,1661395.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000367,J23B03/008,2024-04-25,2023,2667859.0,1818000.0,0.0,983000.0,Cash,Completed,September (Advent)
PAY000368,J23B03/008,2025-09-27,2024,1755952.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000369,J23B03/008,2025-06-05,2023,1752501.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000370,J23B03/008,2023-11-20,2024,1738504.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000371,J23B03/008,2025-05-19,2025,1994968.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000372,J24B03/004,2025-10-11,2023,2854573.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000373,J24B03/004,2024-06-15,2024,2596670.0,0.0,2727000.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000374,J24B03/004,2023-10-23,2024,3552412.0,0.0,2727000.0,983000.0,Mobile Money,Completed,Jan (Easter Semester)
PAY000375,J24B03/004,2024-03-04,2026,1792185.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000376,J22B03/002,2025-12-13,2025,1673956.0,0.0,2727000.0,983000.0,Credit Card,Failed,September (Advent)
PAY000377,J22B03/002,2024-08-30,2023,1250756.0,0.0,2727000.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000378,S21B03/003,2025-07-20,2026,1998265.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000379,S21B03/003,2025-01-23,2025,1621503.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000380,S21B03/003,2025-03-28,2025,1062906.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000381,S21B03/003,2025-12-13,2025,2787284.0,1818000.0,0.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000382,S21B03/003,2023-11-29,2024,2069523.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000383,S21B03/003,2024-09-24,2026,2546389.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000384,M23B03/004,2025-07-22,2024,2541501.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000385,M23B03/005,2024-04-03,2025,2405368.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000386,M23B03/005,2023-05-30,2024,1450707.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000387,J23B03/009,2023-04-21,2026,1534880.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000388,J23B03/009,2023-06-27,2026,1574370.0,0.0,2727000.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000389,J23B03/009,2025-09-06,2026,3104775.0,0.0,2727000.0,983000.0,Credit Card,Pending,September (Advent)
PAY000390,J23B03/009,2023-04-02,2023,3669908.0,0.0,2727000.0,983000.0,Bank Transfer,Completed,September (Advent)
PAY000391,J21B03/003,2024-04-15,2024,2139141.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000392,S21B03/004,2023-04-17,2023,1465736.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000393,S21B03/004,2024-06-09,2023,1789741.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000394,S21B03/004,2025-02-14,2024,1706341.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000395,S21B03/004,2023-08-08,2026,1081423.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000396,S21B03/004,2024-05-09,2023,1584746.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000397,S21B03/004,2023-06-19,2023,2108252.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000398,J22B03/003,2023-11-30,2026,2701001.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,September (Advent)
PAY000399,J22B03/003,2024-03-21,2026,2089514.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000400,J22B03/003,2025-01-25,2026,2286878.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000401,J23B03/010,2023-10-25,2025,2021071.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000402,J23B03/010,2025-03-15,2023,1117189.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000403,J23B03/010,2024-05-29,2024,1762686.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000404,M22B03/003,2024-05-02,2023,2200342.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000405,M22B03/003,2025-04-18,2023,2305419.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000406,M22B03/003,2025-11-07,2025,1276555.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000407,M22B03/003,2023-12-28,2025,989362.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000408,M22B03/003,2023-11-21,2026,2273415.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000409,M22B03/003,2024-01-29,2024,1295994.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000410,J24B03/005,2025-04-19,2023,2388937.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000411,J24B03/005,2024-04-23,2026,1267231.0,0.0,2727000.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000412,J24B03/005,2024-10-20,2023,3119261.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000413,S24B04/001,2024-07-31,2025,2041442.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000414,S24B04/001,2023-11-24,2025,1831380.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000415,S24B04/001,2025-01-04,2023,1922018.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000416,S24B04/001,2023-06-03,2023,1252818.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000417,M22B04/001,2024-12-15,2025,1803308.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000418,S24B04/002,2024-11-12,2026,2023842.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000419,S24B04/002,2024-09-28,2024,2662890.0,1818000.0,0.0,983000.0,Mobile Money,Completed,Jan (Easter Semester)
PAY000420,S24B04/002,2024-07-15,2025,1142183.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000421,S24B04/002,2023-04-29,2023,1721680.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000422,S24B04/002,2023-12-06,2025,2155319.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000423,S24B04/003,2024-05-01,2024,1970107.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000424,S24B04/003,2023-05-03,2024,1266179.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000425,S24B04/003,2025-12-10,2024,1149761.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000426,S24B04/003,2025-04-15,2024,1314029.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000427,S24B04/003,2025-12-01,2024,1053382.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000428,S24B04/003,2025-03-13,2026,2319243.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000429,S24B04/004,2023-11-04,2025,2745598.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,May (Trinity Semester)
PAY000430,S24B04/004,2026-01-24,2023,1920121.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000431,S24B04/004,2024-05-29,2024,1752171.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000432,J21B04/001,2025-05-01,2023,2431985.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000433,J21B04/001,2023-10-26,2024,2193352.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
