grade_id,student_id,course_code,coursework_score,exam_score,grade,letter_grade,fcw,exam_status,absence_reason,semester,year,exam_date
GRD000219,M23B02/002,COURSE138,58.01,,34.81,MEX,False,MEX,Financial constraints - pending fees,September 2024 (Advent),2024,2024-01-15
GRD000220,M23B02/002,COURSE071,49.49,65.19,55.77,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-04-05
GRD000221,M23B02/002,COURSE003,58.05,,34.83,MEX,False,MEX,Financial constraints - pending fees,May 2026 (Trinity Semester),2026,2026-01-31
GRD000222,M23B02/002,COURSE076,49.48,65.65,55.95,D,False,Completed,,September 2023 (Advent),2024,2024-12-20
GRD000223,M23B02/002,COURSE127,89.12,22.07,62.3,FEX,False,FEX,Disciplinary action,September 2023 (Advent),2024,2024-05-20
GRD000224,M23B02/002,COURSE107,87.47,96.71,91.17,A,False,Completed,,Jan 2026 (Easter Semester),2026,2026-01-10
GRD000225,M23B02/002,COURSE015,50.7,65.14,56.48,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-02-19
GRD000226,J22B02/003,COURSE195,96.56,63.18,83.21,A,False,Completed,,May 2024 (Trinity Semester),2025,2025-03-14
GRD000227,J22B02/003,COURSE098,65.55,39.95,55.31,D,False,Completed,,Jan 2026 (Easter Semester),2026,2026-02-08
GRD000228,J22B02/003,COURSE070,57.03,73.33,63.55,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-07-23
GRD000229,J22B02/003,COURSE067,100.0,62.06,84.82,A,False,Completed,,September 2025 (Advent),2025,2025-03-24
GRD000230,J22B02/003,COURSE194,40.06,43.92,41.6,F,False,Completed,,September 2024 (Advent),2024,2024-10-25
GRD000231,J22B02/003,COURSE153,64.46,82.66,71.74,B,False,Completed,,September 2024 (Advent),2025,2025-07-17
GRD000232,J22B02/003,COURSE177,74.56,71.9,73.5,B,False,Completed,,September 2023 (Advent),2024,2024-02-24
GRD000233,J22B02/003,COURSE039,84.64,54.2,72.46,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-04-19
GRD000234,S24B02/004,COURSE002,65.29,57.19,62.05,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-05-11
GRD000235,S24B02/004,COURSE033,60.93,49.91,56.52,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-03-15
GRD000236,S24B02/004,COURSE046,59.84,64.58,61.74,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-01-22
GRD000237,J24B02/001,COURSE100,59.43,62.58,60.69,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-07-23
GRD000238,J24B02/001,COURSE093,71.08,83.58,76.08,B+,False,Completed,,September 2025 (Advent),2026,2026-02-19
GRD000239,J24B02/001,COURSE052,84.67,76.42,81.37,A,False,Completed,,Jan 2024 (Easter Semester),2024,2024-03-18
GRD000240,J24B02/001,COURSE018,46.1,59.59,51.5,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-12-18
GRD000241,J24B02/001,COURSE182,60.89,55.14,58.59,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-01-18
GRD000242,J24B02/001,COURSE187,70.14,41.09,58.52,D,False,Completed,,September 2024 (Advent),2024,2024-11-13
GRD000243,J24B02/001,COURSE128,90.4,82.93,87.41,A,False,Completed,,Jan 2023 (Easter Semester),2023,2023-12-02
GRD000244,S22B02/003,COURSE033,72.17,64.07,68.93,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-08-15
GRD000245,S22B02/003,COURSE056,83.43,75.34,80.19,A,False,Completed,,May 2025 (Trinity Semester),2026,2026-01-01
GRD000246,S22B02/003,COURSE060,81.6,64.11,74.6,B,False,Completed,,September 2025 (Advent),2025,2025-08-03
GRD000247,S22B02/003,COURSE077,91.84,82.5,88.1,A,False,Completed,,May 2024 (Trinity Semester),2024,2024-03-04
GRD000248,S22B02/003,COURSE169,72.64,83.84,77.12,B+,False,Completed,,Jan 2023 (Easter Semester),2023,2023-12-09
GRD000249,S22B02/003,COURSE032,58.71,,35.23,MEX,False,MEX,Tuition fee arrears - unable to sit exam,May 2022 (Trinity Semester),2023,2023-11-18
GRD000250,S22B02/003,COURSE040,47.49,69.82,56.42,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-04-06
GRD000251,S23B02/002,COURSE132,64.14,62.03,63.3,C,False,Completed,,September 2022 (Advent),2023,2023-06-05
GRD000252,S23B02/002,COURSE096,83.24,67.51,76.95,B+,False,Completed,,September 2024 (Advent),2024,2024-06-01
GRD000253,S23B02/002,COURSE123,68.95,60.09,65.41,C,False,Completed,,September 2022 (Advent),2023,2023-05-19
GRD000254,S23B02/002,COURSE092,78.22,75.53,77.14,B+,False,Completed,,Jan 2025 (Easter Semester),2026,2026-01-17
GRD000255,S23B02/002,COURSE059,78.1,57.54,69.88,C,False,Completed,,May 2023 (Trinity Semester),2024,2024-09-22
GRD000256,S23B02/002,COURSE153,84.56,92.58,87.77,A,False,Completed,,May 2024 (Trinity Semester),2024,2024-04-10
GRD000257,S23B02/002,COURSE017,77.63,52.86,67.72,C,False,Completed,,September 2025 (Advent),2025,2025-05-11
GRD000258,S23B02/002,COURSE098,52.97,59.37,55.53,D,False,Completed,,September 2023 (Advent),2024,2024-08-28
GRD000259,S23B02/002,COURSE165,56.53,63.93,59.49,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-08-28
GRD000260,J24B02/002,COURSE056,74.49,69.35,72.43,B,False,Completed,,May 2023 (Trinity Semester),2024,2024-11-07
GRD000261,J24B02/002,COURSE160,68.03,61.38,65.37,C,False,Completed,,Jan 2024 (Easter Semester),2025,2025-06-17
GRD000262,J24B02/002,COURSE129,63.89,76.95,69.11,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-12-21
GRD000263,J24B02/002,COURSE072,34.82,64.83,46.82,FCW,True,FCW,,Jan 2022 (Easter Semester),2023,2023-08-15
GRD000264,J24B02/002,COURSE135,69.32,76.75,72.29,B,False,Completed,,Jan 2024 (Easter Semester),2024,2024-07-08
GRD000265,J24B02/002,COURSE027,49.85,49.06,49.53,F,False,Completed,,September 2023 (Advent),2023,2023-10-17
GRD000266,J24B02/002,COURSE031,73.76,36.43,58.83,D,False,Completed,,Jan 2023 (Easter Semester),2023,2023-07-14
GRD000267,J24B02/002,COURSE118,84.98,68.4,78.35,B+,False,Completed,,September 2025 (Advent),2025,2025-09-23
GRD000268,J24B02/002,COURSE039,88.38,48.69,72.5,B,False,Completed,,May 2024 (Trinity Semester),2025,2025-06-06
GRD000269,J24B02/003,COURSE163,58.45,28.88,46.62,F,False,Completed,,Jan 2024 (Easter Semester),2024,2024-03-09
GRD000270,J24B02/003,COURSE014,53.06,62.24,56.73,D,False,Completed,,May 2023 (Trinity Semester),2023,2023-10-18
GRD000271,J24B02/003,COURSE164,35.56,59.08,44.97,F,False,Completed,,September 2024 (Advent),2024,2024-04-02
GRD000272,J24B02/003,COURSE097,35.19,61.14,45.57,F,False,Completed,,September 2024 (Advent),2025,2025-07-09
GRD000273,J24B02/003,COURSE059,82.21,64.48,75.12,B+,False,Completed,,Jan 2022 (Easter Semester),2023,2023-09-16
GRD000274,J24B02/003,COURSE155,89.87,,53.92,MEX,False,MEX,Transportation issues,September 2022 (Advent),2023,2023-03-11
GRD000275,J24B02/003,COURSE132,76.79,85.22,80.16,A,False,Completed,,May 2024 (Trinity Semester),2024,2024-04-10
GRD000276,J24B02/003,COURSE028,53.53,53.16,53.38,D,False,Completed,,September 2025 (Advent),2025,2025-12-28
GRD000277,J24B02/003,COURSE161,70.18,41.33,58.64,D,False,Completed,,September 2024 (Advent),2024,2024-06-06
GRD000278,M21B02/002,COURSE181,72.07,60.14,67.3,C,False,Completed,,Jan 2022 (Easter Semester),2023,2023-12-19
GRD000279,M21B02/002,COURSE125,84.95,75.19,81.05,A,False,Completed,,September 2023 (Advent),2024,2024-03-15
GRD000280,M21B02/002,COURSE141,81.45,53.69,70.35,B,False,Completed,,September 2022 (Advent),2023,2023-04-06
GRD000281,J24B02/004,COURSE087,80.72,86.67,83.1,A,False,Completed,,May 2024 (Trinity Semester),2025,2025-10-13
GRD000282,J24B02/004,COURSE197,64.42,53.91,60.22,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-11-16
GRD000283,J24B02/004,COURSE002,54.17,83.59,65.94,C,False,Completed,,September 2024 (Advent),2025,2025-05-17
GRD000284,J24B02/004,COURSE103,100.0,50.28,80.11,A,False,Completed,,September 2023 (Advent),2024,2024-06-14
GRD000285,J24B02/004,COURSE026,49.12,78.82,61.0,C,False,Completed,,May 2024 (Trinity Semester),2024,2024-12-18
GRD000286,J24B02/004,COURSE125,53.69,33.15,45.47,FEX,False,FEX,Incomplete coursework,Jan 2024 (Easter Semester),2024,2024-05-08
GRD000287,S23B02/003,COURSE144,71.98,64.64,69.04,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-02-28
GRD000288,S23B02/003,COURSE199,71.62,70.7,71.25,B,False,Completed,,May 2025 (Trinity Semester),2025,2025-06-29
GRD000289,S23B02/003,COURSE111,62.31,,37.39,MEX,False,MEX,Tuition fee arrears - unable to sit exam,September 2023 (Advent),2023,2023-07-14
GRD000290,S23B02/003,COURSE087,38.65,67.68,50.26,D,False,Completed,,September 2022 (Advent),2023,2023-04-07
GRD000291,S23B02/003,COURSE116,88.6,,53.16,MEX,False,MEX,Tuition fee arrears - unable to sit exam,Jan 2024 (Easter Semester),2025,2025-07-30
GRD000292,S23B02/003,COURSE152,40.87,50.51,44.73,F,False,Completed,,Jan 2024 (Easter Semester),2025,2025-05-03
GRD000293,S23B02/003,COURSE108,71.4,65.58,69.07,C,False,Completed,,September 2023 (Advent),2023,2023-03-02
GRD000294,S24B02/005,COURSE195,71.17,54.51,64.51,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-03-01
GRD000295,S24B02/005,COURSE179,82.44,65.7,75.74,B+,False,Completed,,Jan 2023 (Easter Semester),2024,2024-03-26
GRD000296,S24B02/005,COURSE079,75.45,69.8,73.19,B,False,Completed,,Jan 2023 (Easter Semester),2023,2023-10-26
GRD000297,S24B02/005,COURSE054,67.63,74.4,70.34,B,False,Completed,,September 2023 (Advent),2024,2024-04-07
GRD000298,S24B02/005,COURSE017,67.8,47.15,59.54,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-01-19
GRD000299,S24B02/005,COURSE037,81.31,77.27,79.69,B+,False,Completed,,May 2024 (Trinity Semester),2025,2025-10-11
GRD000300,S24B02/005,COURSE067,33.4,55.19,42.12,FCW,True,FCW,,September 2023 (Advent),2023,2023-07-19
GRD000301,S24B02/005,COURSE163,80.64,37.6,63.42,C,False,Completed,,September 2023 (Advent),2023,2023-11-20
GRD000302,S21B02/001,COURSE018,79.15,62.88,72.64,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-12-05
GRD000303,S21B02/001,COURSE030,85.1,64.98,77.05,B+,False,Completed,,May 2023 (Trinity Semester),2023,2023-02-28
GRD000304,S21B02/001,COURSE150,54.17,69.62,60.35,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-01-20
GRD000305,S21B02/001,COURSE096,64.54,52.84,59.86,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-11-17
GRD000306,S21B02/001,COURSE136,98.28,50.43,79.14,B+,False,Completed,,Jan 2022 (Easter Semester),2023,2023-03-10
GRD000307,S21B02/001,COURSE120,31.36,88.73,54.31,FCW,True,FCW,,Jan 2023 (Easter Semester),2023,2023-12-07
GRD000308,S21B02/001,COURSE184,56.25,60.55,57.97,D,False,Completed,,September 2022 (Advent),2023,2023-09-04
GRD000309,S21B02/002,COURSE096,59.63,,35.78,MEX,False,MEX,Tuition fee arrears - unable to sit exam,May 2022 (Trinity Semester),2023,2023-10-27
GRD000310,S21B02/002,COURSE021,56.46,53.51,55.28,D,False,Completed,,May 2025 (Trinity Semester),2025,2025-08-12
GRD000311,S21B02/002,COURSE052,50.05,65.97,56.42,D,False,Completed,,May 2022 (Trinity Semester),2023,2023-04-19
GRD000312,S24B02/006,COURSE116,58.97,75.96,65.77,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-06-26
GRD000313,S24B02/006,COURSE145,72.24,51.09,63.78,C,False,Completed,,September 2024 (Advent),2025,2025-05-29
GRD000314,S24B02/006,COURSE030,66.63,58.73,63.47,C,False,Completed,,May 2024 (Trinity Semester),2025,2025-12-01
GRD000315,S24B02/006,COURSE130,50.13,75.34,60.21,C,False,Completed,,September 2022 (Advent),2023,2023-05-04
GRD000316,S24B02/006,COURSE044,63.18,58.89,61.46,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-05-23
GRD000317,M22B02/004,COURSE189,52.17,49.58,51.13,D,False,Completed,,May 2024 (Trinity Semester),2025,2025-02-26
GRD000318,M22B02/004,COURSE179,94.83,70.01,84.9,A,False,Completed,,Jan 2023 (Easter Semester),2024,2024-10-31
GRD000319,M22B02/004,COURSE141,48.63,69.32,56.91,D,False,Completed,,September 2023 (Advent),2024,2024-04-09
GRD000320,M22B02/004,COURSE017,80.93,67.51,75.56,B+,False,Completed,,Jan 2026 (Easter Semester),2026,2026-01-14
GRD000321,M22B02/004,COURSE169,85.61,41.86,68.11,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-09-27
GRD000322,M22B02/004,COURSE120,35.13,68.91,48.64,F,False,Completed,,May 2025 (Trinity Semester),2026,2026-01-07
GRD000323,M22B02/004,COURSE199,69.15,14.91,47.45,F,False,Completed,,Jan 2023 (Easter Semester),2024,2024-05-13
GRD000324,M22B02/004,COURSE086,55.65,49.87,53.34,D,False,Completed,,September 2025 (Advent),2025,2025-03-31
GRD000325,M22B02/004,COURSE079,44.12,49.83,46.4,F,False,Completed,,September 2023 (Advent),2023,2023-03-15
GRD000326,M24B02/002,COURSE104,73.94,49.74,64.26,C,False,Completed,,May 2025 (Trinity Semester),2025,2025-05-07
GRD000327,M24B02/002,COURSE013,50.25,40.72,46.44,F,False,Completed,,May 2025 (Trinity Semester),2026,2026-01-12
GRD000328,M24B02/002,COURSE037,84.03,71.52,79.03,B+,False,Completed,,September 2024 (Advent),2024,2024-01-09
GRD000329,M24B02/002,COURSE056,27.61,50.27,36.67,FCW,True,FCW,,Jan 2025 (Easter Semester),2025,2025-06-06
GRD000330,M24B02/002,COURSE172,72.93,84.22,77.45,B+,False,Completed,,Jan 2022 (Easter Semester),2023,2023-08-05
GRD000331,M24B02/002,COURSE163,77.61,59.66,70.43,B,False,Completed,,May 2023 (Trinity Semester),2024,2024-06-30
GRD000332,M24B02/002,COURSE044,36.03,78.05,52.84,D,False,Completed,,Jan 2023 (Easter Semester),2023,2023-12-15
GRD000333,M24B02/002,COURSE078,60.55,66.03,62.74,C,False,Completed,,September 2025 (Advent),2025,2025-02-16
GRD000334,J23B02/001,COURSE146,62.34,44.67,55.27,D,False,Completed,,May 2023 (Trinity Semester),2023,2023-11-09
GRD000335,J23B02/001,COURSE034,70.46,68.4,69.64,C,False,Completed,,May 2022 (Trinity Semester),2023,2023-06-23
GRD000336,J23B02/001,COURSE127,58.61,72.07,63.99,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-08-13
GRD000337,J23B02/001,COURSE022,44.39,60.96,51.02,D,False,Completed,,May 2022 (Trinity Semester),2023,2023-12-18
GRD000338,J23B02/001,COURSE142,65.39,38.98,54.83,D,False,Completed,,September 2024 (Advent),2025,2025-11-03
GRD000339,J23B02/001,COURSE090,64.14,76.0,68.88,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-09-07
GRD000340,J23B02/001,COURSE091,60.45,64.49,62.07,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-08-30
GRD000341,J23B02/001,COURSE189,73.44,59.18,67.74,C,False,Completed,,September 2024 (Advent),2025,2025-03-04
GRD000342,J23B02/001,COURSE019,60.53,47.35,55.26,D,False,Completed,,September 2023 (Advent),2023,2023-05-02
GRD000343,J23B02/001,COURSE059,64.78,59.98,62.86,C,False,Completed,,Jan 2023 (Easter Semester),2024,2024-01-18
GRD000344,J24B02/005,COURSE144,72.49,73.45,72.87,B,False,Completed,,May 2022 (Trinity Semester),2023,2023-07-20
GRD000345,J24B02/005,COURSE127,76.87,57.38,69.07,C,False,Completed,,September 2023 (Advent),2023,2023-06-21
GRD000346,J24B02/005,COURSE130,32.35,76.12,49.86,FCW,True,FCW,,September 2023 (Advent),2024,2024-09-16
GRD000347,M24B02/003,COURSE121,71.47,55.47,65.07,C,False,Completed,,May 2025 (Trinity Semester),2026,2026-02-18
GRD000348,M24B02/003,COURSE159,73.32,43.27,61.3,C,False,Completed,,May 2024 (Trinity Semester),2024,2024-02-12
GRD000349,M24B02/003,COURSE167,80.45,60.0,72.27,B,False,Completed,,May 2024 (Trinity Semester),2025,2025-02-15
GRD000350,M24B02/003,COURSE058,52.57,55.67,53.81,D,False,Completed,,Jan 2023 (Easter Semester),2023,2023-10-20
GRD000351,M24B02/003,COURSE158,61.53,64.82,62.85,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-03-06
GRD000352,M24B02/003,COURSE197,65.72,58.56,62.86,C,False,Completed,,May 2023 (Trinity Semester),2023,2023-09-04
GRD000353,M24B02/003,COURSE056,68.0,65.12,66.85,C,False,Completed,,Jan 2023 (Easter Semester),2023,2023-11-06
GRD000354,M24B02/003,COURSE112,55.29,53.03,54.39,D,False,Completed,,September 2024 (Advent),2024,2024-01-09
GRD000355,M24B02/003,COURSE153,74.13,72.86,73.62,B,False,Completed,,Jan 2022 (Easter Semester),2023,2023-06-16
GRD000356,M21B02/003,COURSE042,65.86,78.86,71.06,B,False,Completed,,May 2023 (Trinity Semester),2023,2023-04-14
GRD000357,M21B02/003,COURSE032,35.58,56.53,43.96,F,False,Completed,,Jan 2022 (Easter Semester),2023,2023-09-10
GRD000358,M21B02/003,COURSE016,47.66,98.84,68.13,C,False,Completed,,May 2024 (Trinity Semester),2025,2025-04-25
GRD000359,M21B02/003,COURSE078,75.7,63.81,70.94,B,False,Completed,,September 2025 (Advent),2025,2025-02-20
GRD000360,M21B02/003,COURSE139,76.77,81.74,78.76,B+,False,Completed,,September 2024 (Advent),2025,2025-07-20
GRD000361,M21B02/003,COURSE025,81.58,78.83,80.48,A,False,Completed,,May 2022 (Trinity Semester),2023,2023-07-21
GRD000362,M21B02/003,COURSE031,61.06,57.48,59.63,D,False,Completed,,May 2022 (Trinity Semester),2023,2023-11-18
GRD000363,M21B02/003,COURSE067,50.57,72.54,59.36,D,False,Completed,,September 2025 (Advent),2025,2025-11-23
GRD000364,M23B02/003,COURSE019,62.62,58.72,61.06,C,False,Completed,,May 2024 (Trinity Semester),2025,2025-03-11
GRD000365,M23B02/003,COURSE055,57.94,86.75,69.46,C,False,Completed,,May 2022 (Trinity Semester),2023,2023-05-23
GRD000366,M23B02/003,COURSE135,79.29,92.46,84.56,A,False,Completed,,September 2025 (Advent),2025,2025-03-25
GRD000367,M23B02/003,COURSE111,72.94,65.85,70.1,B,False,Completed,,Jan 2022 (Easter Semester),2023,2023-03-12
GRD000368,M23B02/003,COURSE051,64.62,49.7,58.65,D,False,Completed,,September 2022 (Advent),2023,2023-09-02
GRD000369,M23B02/003,COURSE176,46.08,72.61,56.69,D,False,Completed,,September 2024 (Advent),2025,2025-04-09
GRD000370,J21B02/003,COURSE191,50.98,68.17,57.86,D,False,Completed,,Jan 2024 (Easter Semester),2024,2024-06-22
GRD000371,J21B02/003,COURSE072,81.73,55.02,71.05,B,False,Completed,,September 2024 (Advent),2024,2024-02-18
GRD000372,J21B02/003,COURSE156,95.16,50.14,77.15,B+,False,Completed,,September 2024 (Advent),2025,2025-06-11
GRD000373,J21B02/003,COURSE051,79.85,71.37,76.46,B+,False,Completed,,Jan 2023 (Easter Semester),2024,2024-02-06
GRD000374,J21B02/003,COURSE125,82.91,48.26,69.05,C,False,Completed,,Jan 2024 (Easter Semester),2025,2025-09-30
GRD000375,S23B03/001,COURSE180,99.61,62.32,84.69,A,False,Completed,,May 2023 (Trinity Semester),2023,2023-09-10
GRD000376,S23B03/001,COURSE027,75.15,86.67,79.76,B+,False,Completed,,May 2022 (Trinity Semester),2023,2023-11-15
GRD000377,S23B03/001,COURSE002,55.93,,33.56,MEX,False,MEX,Family crisis,Jan 2023 (Easter Semester),2024,2024-01-02
GRD000378,S23B03/001,COURSE064,77.39,53.43,67.81,C,False,Completed,,May 2024 (Trinity Semester),2025,2025-02-25
GRD000379,S23B03/001,COURSE167,85.95,53.6,73.01,B,False,Completed,,September 2025 (Advent),2025,2025-05-15
GRD000380,S23B03/001,COURSE019,65.58,69.59,67.18,C,False,Completed,,Jan 2022 (Easter Semester),2023,2023-06-01
GRD000381,S23B03/001,COURSE106,76.76,94.53,83.87,A,False,Completed,,September 2024 (Advent),2024,2024-03-09
GRD000382,S23B03/001,COURSE071,58.22,82.08,67.76,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-04-02
GRD000383,J24B03/001,COURSE112,94.55,67.49,83.73,A,False,Completed,,Jan 2023 (Easter Semester),2024,2024-08-29
GRD000384,J24B03/001,COURSE157,56.75,39.05,49.67,F,False,Completed,,May 2023 (Trinity Semester),2024,2024-02-11
GRD000385,J24B03/001,COURSE010,93.25,61.33,80.48,A,False,Completed,,May 2023 (Trinity Semester),2023,2023-04-21
GRD000386,M21B03/001,COURSE028,49.98,44.63,47.84,F,False,Completed,,September 2025 (Advent),2025,2025-10-09
GRD000387,M21B03/001,COURSE078,49.95,78.8,61.49,C,False,Completed,,Jan 2025 (Easter Semester),2025,2025-01-06
GRD000388,M21B03/001,COURSE166,80.87,74.78,78.43,B+,False,Completed,,May 2024 (Trinity Semester),2024,2024-03-14
GRD000389,M21B03/001,COURSE132,66.99,46.32,58.72,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-04-01
GRD000390,J22B03/001,COURSE097,54.05,48.4,51.79,D,False,Completed,,Jan 2024 (Easter Semester),2024,2024-10-22
GRD000391,J22B03/001,COURSE038,73.59,16.49,50.75,FEX,False,FEX,Academic probation,September 2023 (Advent),2024,2024-02-07
GRD000392,J22B03/001,COURSE065,54.29,62.25,57.47,D,False,Completed,,Jan 2024 (Easter Semester),2024,2024-09-28
GRD000393,M24B03/001,COURSE172,39.95,65.7,50.25,D,False,Completed,,September 2023 (Advent),2024,2024-04-21
GRD000394,M24B03/001,COURSE107,63.39,82.76,71.14,B,False,Completed,,September 2022 (Advent),2023,2023-04-09
GRD000395,M24B03/001,COURSE200,52.7,14.61,37.46,FEX,False,FEX,Failed to meet minimum attendance requirement,September 2024 (Advent),2024,2024-01-02
GRD000396,M24B03/001,COURSE108,59.39,48.53,55.05,D,False,Completed,,May 2023 (Trinity Semester),2024,2024-08-30
GRD000397,M24B03/002,COURSE127,65.59,37.1,54.19,D,False,Completed,,May 2024 (Trinity Semester),2024,2024-12-19
GRD000398,M24B03/002,COURSE190,55.92,51.07,53.98,D,False,Completed,,May 2022 (Trinity Semester),2023,2023-04-26
GRD000399,M24B03/002,COURSE085,73.52,52.84,65.25,C,False,Completed,,Jan 2024 (Easter Semester),2025,2025-11-20
GRD000400,M24B03/002,COURSE099,38.96,61.97,48.16,F,False,Completed,,Jan 2023 (Easter Semester),2023,2023-05-04
GRD000401,M24B03/002,COURSE135,69.8,60.93,66.25,C,False,Completed,,Jan 2024 (Easter Semester),2025,2025-07-22
GRD000402,M24B03/002,COURSE023,55.83,54.93,55.47,D,False,Completed,,May 2024 (Trinity Semester),2024,2024-07-17
GRD000403,M24B03/002,COURSE019,66.69,51.66,60.68,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-02-06
GRD000404,M24B03/002,COURSE166,60.07,76.26,66.55,C,False,Completed,,September 2022 (Advent),2023,2023-04-05
GRD000405,M23B03/001,COURSE189,45.48,64.34,53.02,D,False,Completed,,May 2022 (Trinity Semester),2023,2023-10-01
GRD000406,M23B03/001,COURSE133,38.17,68.42,50.27,D,False,Completed,,September 2022 (Advent),2023,2023-07-11
GRD000407,M23B03/001,COURSE166,50.32,80.29,62.31,C,False,Completed,,September 2023 (Advent),2024,2024-04-18
GRD000408,M23B03/001,COURSE040,42.85,71.63,54.36,D,False,Completed,,Jan 2022 (Easter Semester),2023,2023-10-31
GRD000409,M23B03/001,COURSE200,83.32,49.54,69.81,C,False,Completed,,Jan 2023 (Easter Semester),2023,2023-06-24
GRD000410,J24B03/002,COURSE043,52.07,50.84,51.58,D,False,Completed,,September 2022 (Advent),2023,2023-08-09
GRD000411,J24B03/002,COURSE198,57.71,72.76,63.73,C,False,Completed,,September 2023 (Advent),2024,2024-02-04
GRD000412,J24B03/002,COURSE110,56.49,48.19,53.17,D,False,Completed,,September 2025 (Advent),2025,2025-06-08
GRD000413,J24B03/002,COURSE187,34.72,89.03,56.44,FCW,True,FCW,,May 2024 (Trinity Semester),2025,2025-11-18
GRD000414,J24B03/002,COURSE070,90.21,73.4,83.49,A,False,Completed,,September 2022 (Advent),2023,2023-07-30
GRD000415,J24B03/002,COURSE114,52.84,76.22,62.19,C,False,Completed,,May 2023 (Trinity Semester),2024,2024-03-03
GRD000416,J24B03/002,COURSE027,79.23,61.19,72.01,B,False,Completed,,Jan 2024 (Easter Semester),2024,2024-01-11
GRD000417,J24B03/002,COURSE153,65.62,83.48,72.76,B,False,Completed,,September 2023 (Advent),2024,2024-10-03
GRD000418,J24B03/002,COURSE196,40.39,79.98,56.23,D,False,Completed,,September 2024 (Advent),2024,2024-11-05
GRD000419,J24B03/002,COURSE191,60.36,,36.22,MEX,False,MEX,Tuition fee arrears - unable to sit exam,September 2023 (Advent),2023,2023-07-02
GRD000420,M22B03/001,COURSE003,48.31,,28.99,MEX,False,MEX,Bereavement in family,Jan 2024 (Easter Semester),2024,2024-02-05
GRD000421,M22B03/001,COURSE060,49.55,52.03,50.54,D,False,Completed,,September 2025 (Advent),2025,2025-11-12
GRD000422,M22B03/001,COURSE102,46.85,91.57,64.74,C,False,Completed,,Jan 2024 (Easter Semester),2024,2024-06-03
GRD000423,M22B03/001,COURSE074,72.37,,43.42,MEX,False,MEX,Medical emergency,September 2023 (Advent),2024,2024-02-17
GRD000424,M22B03/001,COURSE135,80.97,73.44,77.96,B+,False,Completed,,Jan 2025 (Easter Semester),2025,2025-10-28
GRD000425,M22B03/001,COURSE193,65.92,66.12,66.0,C,False,Completed,,Jan 2023 (Easter Semester),2023,2023-09-25
GRD000426,M22B03/001,COURSE011,59.04,60.26,59.53,D,False,Completed,,Jan 2025 (Easter Semester),2025,2025-01-19
GRD000427,S22B03/001,COURSE126,43.88,81.23,58.82,D,False,Completed,,September 2022 (Advent),2023,2023-05-05
GRD000428,S22B03/001,COURSE038,37.8,49.12,42.33,F,False,Completed,,September 2023 (Advent),2023,2023-03-24
GRD000429,S22B03/001,COURSE124,95.18,67.04,83.92,A,False,Completed,,Jan 2023 (Easter Semester),2024,2024-10-19
GRD000430,S22B03/001,COURSE191,67.67,74.56,70.43,B,False,Completed,,September 2024 (Advent),2024,2024-10-31
GRD000431,M23B03/002,COURSE034,41.89,44.09,42.77,F,False,Completed,,Jan 2022 (Easter Semester),2023,2023-03-10
GRD000432,M23B03/002,COURSE053,58.33,51.45,55.58,D,False,Completed,,September 2025 (Advent),2025,2025-09-03
GRD000433,M23B03/002,COURSE163,63.88,72.28,67.24,C,False,Completed,,September 2023 (Advent),2023,2023-09-26
GRD000434,M23B03/002,COURSE099,85.84,77.17,82.37,A,False,Completed,,Jan 2022 (Easter Semester),2023,2023-04-11
GRD000435,J21B03/001,COURSE002,50.09,,30.05,MEX,False,MEX,Family issues - urgent family matter,September 2025 (Advent),2025,2025-01-20
GRD000436,J21B03/001,COURSE008,59.38,55.3,57.75,D,False,Completed,,September 2024 (Advent),2025,2025-12-18
